ID,GR,DEEP_RES,DENS,SP
1515,93.7054,4.9774,3.0228,44.375
1516,93.306,6.1616,2.9892,43.75
1517,110.4592,6.5275,2.7779,43.75
1518,124.4738,6.2699,2.7592,44.375
1519,165.2326,6.981,2.7902,45
1520,180.2455,7.4362,2.7988,45
1521,156.6416,7.1301,2.794,45
1522,128.8695,6.7501,2.7948,45
1523,109.4319,6.6089,2.7552,45.0781
1524,104.8942,6.6574,2.7063,44.375
1525,99.4992,6.5599,2.7373,43.75
1526,96.1022,6.5315,2.7422,45.625
1527,108.6044,6.4898,2.7652,45.7813
1528,92.5063,6.9382,2.7969,45
1529,87.226,7.1068,2.7851,44.375
1530,88.9389,7.634,2.7515,45
1531,90.3083,7.3903,2.755,45.4861
1532,100.4985,6.6487,2.7302,45.4688
1533,89.7088,6.4905,2.6972,45.625
1534,95.817,6.6361,2.6987,45.625
1535,102.2966,7.2981,2.7499,45.1563
1536,105.4932,7.0277,2.7503,45.0781
1537,92.506,6.5682,2.6934,44.5139
1538,92.1068,6.5456,2.6775,44.375
1539,89.9091,6.7229,2.6682,44.375
1540,94.2478,6.1023,2.6662,44.375
1541,98.244,5.5176,2.6534,43.8194
1542,90.3087,6.5323,2.6691,44.3056
1543,86.9123,8.7411,2.6737,43.8281
1544,102.2968,12.6079,2.6561,43.75
1545,99.8992,6.9925,2.7152,44.375
1546,81.9173,5.574,2.898,44.375
1547,86.5121,6.5541,2.5681,43.75
1548,78.7204,6.6988,2.5896,43.75
1549,85.5136,7.0935,2.6306,43.75
1550,89.7091,7.1121,2.6897,44.375
1551,97.5011,6.9236,2.7348,44.9219
1552,94.1618,6.7795,2.7431,44.375
1553,90.9647,6.7498,2.7729,43.75
1554,111.687,6.802,2.7826,44.375
1555,115.2554,6.8007,2.7794,44.375
1556,87.9111,6.6806,2.7694,43.9063
1557,87.9111,6.6806,2.7694,43.9063
1558,92.9059,6.6931,2.7298,44.375
1559,93.534,6.6738,2.6719,45
1560,90.3088,6.3971,2.6262,45.625
1561,90.1092,6.2008,2.6364,45.4861
1562,86.5982,6.0033,2.6287,45
1563,81.6032,5.8969,2.5797,44.6875
1564,88.9099,5.9039,2.5264,44.7656
1565,92.1069,6.0031,2.4687,44.375
1566,87.1116,6.2523,2.4284,44.3056
1567,81.3176,6.6296,2.4735,43.75
1568,87.6537,6.8713,2.4962,43.75
1569,88.1108,6.3467,2.4737,44.0625
1570,100.6982,6.1595,2.3758,43.125
1571,97.0158,6.2697,2.4519,42.7778
1572,92.5063,6.9743,2.4376,42.8472
1573,90.1088,6.765,2.3992,42.5
1574,98.7005,6.1476,2.3961,42.5
1575,99.4996,6.9326,2.3894,41.875
1576,90.9082,8,2.3918,41.875
1577,90.1092,7.6372,2.4618,41.25
1578,94.2762,7.2939,2.5212,41.25
1579,90.5085,8.0096,2.4955,41.25
1580,83.7152,6.9228,2.5125,41.25
1581,73.9253,5.6388,2.7555,41.3889
1582,85.1138,6.5832,2.8593,41.25
1583,96.9018,7.335,2.6799,41.875
1584,106.1788,6.9934,2.6403,41.7188
1585,97.3013,7.643,2.6655,41.6406
1586,88.5106,7.7438,2.6663,41.3889
1587,87.312,7.1706,2.5806,41.25
1588,89.5667,6.8479,2.5317,41.4844
1589,89.1669,6.7567,2.5843,42.1875
1590,98.3004,7.0126,2.6027,41.875
1591,105.4936,7.1023,2.5333,41.8056
1592,91.0508,7.4096,2.6508,41.25
1593,93.1056,6.9144,2.6718,40.7639
1594,94.9044,6.4895,2.6438,41.25
1595,82.7164,6.4977,2.6453,41.6406
1596,81.9173,6.8414,2.6757,41.4063
1597,95.9026,7.6042,2.7166,42.0139
1598,98.8996,7.3993,2.723,42.1528
1599,101.2977,7.1521,2.7089,42.1528
1600,101.2977,7.1521,2.7089,42.1528
1601,99.785,6.959,2.645,41.875
1602,94.7042,7.0848,2.6244,41.25
1603,89.5096,7.2887,2.6518,41.875
1604,82.7449,7.5111,2.6682,41.875
1605,84.543,7.2815,2.6411,41.0156
1606,87.5117,7.276,2.6219,40.625
1607,93.5058,7.1501,2.6284,40.8594
1608,89.1954,7.0387,2.6359,41.25
1609,93.9903,7.1683,2.6623,41.25
1610,90.9084,7.7117,2.6708,40.8333
1611,82.9167,7.182,2.6574,40.2778
1612,84.3146,6.8109,2.6321,39.6528
1613,91.507,6.6529,2.6001,39.375
1614,88.5107,6.8389,2.5919,40
1615,96.1032,7.2135,2.6327,39.7222
1616,92.9061,7.5295,2.6583,39.375
1617,93.705,8.205,2.6269,38.75
1618,96.5593,9.1979,2.6045,38.75
1619,92.3642,6.4253,2.7358,38.8281
1620,70.9284,7.0165,3.0157,38.75
1621,75.9514,7.2617,2.8847,37.5
1622,85.5135,7.8857,2.6824,35.8333
1623,84.7147,7.9386,2.7005,33.9583
1624,84.1154,7.5865,2.7037,32.6389
1625,84.172,7.8447,2.7135,37.5
1626,90.3659,8.3383,2.7508,37.5781
1627,87.7115,7.7654,2.7842,37.8906
1628,99.4993,6.9579,2.8598,38.4722
1629,102.0113,7.3622,2.9812,38.75
1630,101.8113,7.8297,3.0191,38.75
1631,117.8524,7.8151,2.9854,38.6111
1632,125.6443,7.4402,2.9806,38.75
1633,114.2849,6.9988,3.0058,38.75
1634,107.577,7.1069,3.0495,39.0625
1635,117.7951,7.5032,3.0265,38.5417
1636,108.2051,7.0666,3.0501,38.1944
1637,111.6588,6.6632,3.1828,38.2813
1638,102.2678,6.4408,3.3136,38.5938
1639,118.0518,6.6098,3.3688,38.8889
1640,122.2487,6.9377,3.2854,38.75
1641,116.0828,6.7863,3.232,39.375
1642,105.0651,6.5458,3.1936,39.375
1643,106.6922,6.4173,3.1793,39.375
1644,93.1058,6.6469,3.1423,39.375
1645,92.1356,7.0652,3.1152,39.375
1646,88.5106,7.5582,3.1084,39.375
1647,92.1065,5.7676,3.0095,40
1648,90.0519,6.6972,3.0244,40.4861
1649,92.3069,7.9927,3.104,40
1650,92.3069,7.489,3.0874,39.8611
1651,86.9118,7.9171,3.0531,40
1652,77.4644,7.8649,3.1374,40.625
1653,77.9211,6.6644,3.5037,41.25
1654,75.1526,6.1077,3.4815,40.7639
1655,83.3448,6.2664,3.042,41.3281
1656,89.5094,6.5759,3.021,42.2656
1657,91.6505,6.8115,3.0421,42.4306
1658,86.7125,6.7585,2.976,41.875
1659,85.3422,6.4749,2.843,41.875
1660,89.1096,6.24,2.7916,42.2917
1661,105.8073,6.1592,2.8156,42.9688
1662,97.3013,6.1896,2.8429,43.125
1663,89.6802,6.2568,2.7978,43.125
1664,97.159,6.4093,2.8729,43.125
1665,108.5482,6.4757,2.7895,43.125
1666,102.4969,6.6743,2.7288,43.0469
1667,99.1285,6.5564,2.7325,43.0469
1668,101.0978,6.3146,2.7481,42.5
1669,92.4492,6.3829,2.754,43.125
1670,98.0435,7.012,2.7799,42.9688
1671,94.4759,6.7052,2.9031,42.5
1672,100.4987,6.9111,2.9313,42.5781
1673,103.1531,7.0621,2.9825,43.125
1674,101.3549,7.0223,2.9826,42.5
1675,102.297,6.9221,2.9613,42.5
1676,91.9935,6.8132,2.9626,42.5
1677,88.3109,6.8427,2.9908,42.5
1678,93.2486,6.7735,3.0332,42.5
1679,93.2486,6.7735,3.0332,42.5
1680,102.9532,7.5152,3.0931,42.4219
1681,100.2983,6.8557,3.0675,42.3611
1682,85.3423,6.5124,3.0163,42.2656
1683,86.1415,6.5761,2.9923,42.5
1684,100.4986,6.7795,3.0322,43.125
1685,91.0223,7.4531,3.0755,42.9688
1686,101.8971,8.099,3.1203,42.6563
1687,108.5755,8.101,3.1711,42.5
1688,100.4985,7.1962,3.4087,42.0313
1689,91.9644,6.6073,3.6443,43.125
1690,96.36,6.5618,3.2802,43.75
1691,90.7083,6.8205,3.0758,43.75
1692,100.1274,7.2698,3.083,43.75
1693,109.5179,7.4913,3.0502,44.0625
1694,113.885,7.2258,3.0264,44.2969
1695,119.9362,6.9265,3.0475,42.9861
1696,92.5065,6.7867,3.0907,41.7188
1697,85.3421,6.6733,3.1396,40.3906
1698,90.5375,6.5881,3.1302,38.125
1699,113.2858,6.522,3.0977,39.6875
1700,119.8225,6.4774,3.1101,37.3611
1701,116.6817,6.5839,3.1602,31.1719
1702,119.4786,6.7309,3.1436,26.4844
1703,118.2238,6.5982,3.0639,25.5556
1704,109.4893,6.3108,2.9954,24.7656
1705,109.2897,6.1723,2.9414,27.0313
1706,99.8991,6.1409,2.9354,27.5
1707,78.5206,6.1402,2.948,27.1094
1708,78.0355,6.2269,2.9231,28.0469
1709,103.4954,6.2951,2.9038,28.125
1710,107.2913,6.2411,2.8627,28.125
1711,104.2662,6.2283,2.8032,27.8125
1712,101.897,6.362,2.7626,27.6389
1713,90.2227,6.498,2.7529,28.125
1714,91.0223,6.4694,2.7342,28.5156
1715,89.7096,6.182,2.7116,28.125
1716,79.1197,6.3481,2.7144,27.8906
1717,81.7174,6.5366,2.751,27.7083
1718,80.0051,6.6353,2.7653,27.3611
1719,89.5952,6.6792,2.7685,27.1094
1720,82.5163,6.7194,2.7896,27.2917
1721,81.9745,6.585,2.9205,27.8906
1722,79.1198,6.3833,3.3291,28.2639
1723,86.9979,6.3761,3.9262,28.2813
1724,98.4431,8.1564,3.9776,27.8472
1725,96.3029,9.5023,4.0516,26.7969
1726,84.0293,5.574,4.4654,26.25
1727,86.6264,5.4153,4.573,26.875
1728,98.3002,6.2724,4.0913,26.875
1729,92.392,6.2139,3.8437,26.25
1730,95.7892,7.5415,3.8611,25.8333
1731,89.3099,7.4664,3.8591,26.0156
1732,84.2577,7.1222,3.8761,26.5625
1733,86.8553,7.119,3.884,27.2222
1734,98.7003,7.5086,3.853,27.5
1735,97.8437,7.7898,3.8427,28.125
1736,98.5001,8.3183,3.8537,28.2031
1737,107.8339,8.4815,3.8841,29.375
1738,109.2326,8.5187,3.8848,29.375
1739,100.2989,8.7595,3.853,28.75
1740,103.8094,7.8155,3.8402,27.5694
1741,120.9921,7.4857,3.8455,27.5
1742,105.8933,7.1132,3.8265,27.4219
1743,102.8104,6.8064,3.8123,27.3611
1744,96.5025,6.553,3.783,27.5
1745,111.6877,6.4539,3.7953,27.5
1746,120.3928,6.4569,3.8988,27.5781
1747,108.8898,6.4753,3.9975,27.5694
1748,100.6984,6.5425,4.0337,27.5
1749,112.03,6.6246,4.009,27.2656
1750,114.4846,6.3919,3.9445,27.2656
1751,103.0677,6.2454,3.9337,28.125
1752,88.5108,6.2974,3.8887,28.75
1753,97.9583,6.4885,3.8364,28.75
1754,101.0411,6.4102,3.856,27.0833
1755,95.6462,6.123,3.7613,27.9688
1756,89.5096,5.8865,3.7476,27.5
1757,103.0102,5.7432,3.8921,27.4219
1758,109.29,5.6723,4.2479,28.0556
1759,105.893,5.8,4.5093,27.5
1760,105.6076,6.4597,4.2697,27.5
1761,90.9083,7.5852,3.9648,28.125
1762,89.5093,9.6984,3.9246,27.1094
1763,98.3002,7.7634,4.236,25.7031
1764,84.7148,6.9885,4.6152,25.1563
1765,70.7577,5.2225,4.6288,25.0694
1766,70.5575,5.3684,4.6288,28.125
1767,87.7114,6.16,4.3168,28.125
1768,89.9663,6.9366,3.8971,29.3056
1769,93.5057,7.2394,3.8412,29.5313
1770,88.7105,6.8666,3.8446,29.8438
1771,96.1606,6.2731,3.8261,29.7917
1772,92.1075,5.9049,3.7685,29.7656
1773,91.0792,5.847,3.7254,30
1774,90.6791,6.0255,3.7061,29.9219
1775,77.3219,6.3013,3.7423,29.6528
1776,89.3669,6.4367,3.7968,29.9306
1777,94.5048,6.1296,3.84,31.5278
1778,99.4426,6.033,3.8389,33.8194
1779,94.4481,6.1194,3.8318,39.2969
1780,94.647,6.3617,3.8185,38.1944
1781,95.3035,6.1918,3.8177,46.0417
1782,91.0795,6.0393,3.8566,46.3281
1783,86.6843,6.0772,3.9687,46.4063
1784,84.1152,6.2903,4.2479,46.1806
1785,84.943,6.5075,4.4444,45
1786,90.109,6.4927,4.1909,45.4688
1787,89.5096,6.2423,3.9101,45.625
1788,92.364,6.038,3.8065,45
1789,95.3608,6.0787,3.7698,45
1790,89.9094,6.2933,3.7589,45
1791,86.8551,6.4874,3.7515,44.7917
1792,94.5044,6.5822,3.7951,44.375
1793,87.8828,6.4334,3.8653,45.625
1794,89.3096,6.1343,3.8512,45.4861
1795,85.1996,5.8267,3.8979,45.0781
1796,89.7096,5.6668,3.9431,45
1797,98.1014,5.6896,3.9486,44.7222
1798,95.6457,5.8405,3.9272,44.375
1799,81.9172,6.2123,3.9344,44.0625
1800,85.1139,6.9046,3.9578,44.2361
1801,75.7234,5.9198,4.6288,43.75
1802,78.1212,5.8577,4.441,43.75
1803,92.7066,6.1395,3.926,44.375
1804,102.0967,6.8042,3.7607,43.75
1805,100.8981,6.7598,3.7251,43.75
1806,91.679,6.3759,3.7182,43.75
1807,95.3038,6.0739,3.7312,43.9844
1808,85.7135,6.0783,3.7415,44.375
1809,100.7557,6.254,3.7472,45.1389
1810,91.5078,6.3686,3.7137,45.625
1811,98.1869,6.3502,3.6335,46.25
1812,108.9755,6.2954,3.5707,46.25
1813,96.1026,6.3333,3.577,46.3194
1814,90.937,6.466,3.5845,46.7188
1815,93.5055,6.3991,3.587,46.25
1816,98.3005,6.1655,3.5864,45.7031
1817,90.2802,5.9948,3.6749,45
1818,93.8764,6.0111,3.9521,45
1819,95.1038,6.2667,4.4121,45
1820,103.1531,6.6572,4.4367,44.375
1821,91.9644,6.8556,4.106,44.2188
1822,100.0993,6.6488,3.9702,43.8889
1823,103.1816,6.2934,3.9066,43.75
1824,102.6964,6.1315,3.8844,43.75
1825,106.2639,6.2564,3.8364,42.9167
1826,105.2653,6.5652,3.7719,41.8056
1827,98.5007,6.9049,3.6968,40.625
1828,101.6975,7.2576,3.6259,40.8333
1829,95.1042,7.7212,3.6248,41.3889
1830,90.5087,7.9655,3.7678,42.1094
1831,99.6996,6.9155,3.9902,42.6563
1832,87.3117,5.0543,4.0104,43.5156
1833,92.8206,3.8276,3.8686,44.4531
1834,93.9053,3.2393,3.7995,45.625
1835,97.8161,2.9188,3.7731,43.4375
1836,98.2156,2.9217,3.7318,41.1111
1837,99.2999,4.2866,3.7316,39.1406
1838,99.3857,8.9361,3.7446,34.5313
1839,95.3039,38.3302,4.2348,28.75
1840,103.0961,8.972,3.7951,19.3056
1841,129.8691,5.6034,2.653,6.4063
1842,145.6529,2.662,2.3748,1.0156
1843,141.771,3.4043,2.3442,-3.2813
1844,136.8617,5.1411,2.3197,-3.75
1845,138.0035,7.8999,2.3395,-3.75
1846,164.2335,7.5819,2.3886,-3.5156
1847,156.8428,7.6194,2.3812,-3.125
1848,162.4369,8.4088,2.4136,-3.125
1849,177.9345,11.9558,2.4167,-5
1850,184.6141,13.1156,2.4781,-6.25
1851,192.4346,12.9034,2.4644,-6.9531
1852,175.8506,12.3462,2.4895,-7.5
1853,166.2326,12.6208,2.485,-9.0625
1854,176.9642,11.407,2.4486,-10
1855,162.864,9.9293,2.4042,-10.625
1856,146.0811,9.0738,2.3957,-10
1857,149.449,9.0957,2.4035,-10.625
1858,168.8298,9.6341,2.4097,-10.7031
1859,165.033,10.0102,2.3696,-10.9375
1860,157.2127,9.7278,2.4402,-12.5
1861,161.437,9.3273,2.429,-13.75
1862,153.4451,9.4374,2.5104,-14.375
1863,148.0512,9.3064,2.4387,-14.6875
1864,151.7322,9.9911,2.4244,-15
1865,155.5286,10.6216,2.435,-15.1563
1866,165.2334,10.7228,2.3882,-15
1867,165.4328,10.4809,2.3931,-14.1406
1868,171.3701,10.6369,2.4742,-13.75
1869,173.625,10.2522,2.4524,-14.2188
1870,162.0369,9.5369,2.3906,-14.375
1871,159.4389,11.0957,2.3578,-15.4861
1872,173.7961,11.7561,2.4032,-15.4861
1873,185.7836,11.3182,2.4385,-16.9531
1874,172.5972,11.5259,2.4108,-18.0469
1875,161.2377,11.7946,2.4342,-14.3056
1876,157.3271,11.623,2.4201,-13.4375
1877,156.842,11.4697,2.3854,-4.375
1878,146.3092,11.6236,2.3371,-4.375
1879,164.4914,12.4343,2.3893,-3.8281
1880,182.0175,13.5106,2.4984,-3.125
1881,184.1285,13.3565,2.5302,-2.4306
1882,182.6151,12.796,2.4127,-2.5
1883,199.4273,10.9678,2.4297,-2.6563
1884,177.8496,9.4981,2.4446,-3.3333
1885,161.6371,9.2758,2.42,-4.375
1886,167.7451,9.4293,2.4099,-4.7656
1887,153.8448,9.4382,2.4132,-5.7813
1888,163.121,9.6348,2.3709,-7.4219
1889,159.2391,10.0448,2.365,-7.5
1890,159.8109,10.9788,2.3857,-8.125
1891,165.2323,12.1065,2.2976,-10.625
1892,178.0771,11.2265,2.47,-10.625
1893,162.0937,9.788,2.453,-9.5313
1894,162.6363,10.4775,2.4421,-9.6875
1895,169.1436,12.9789,2.4003,-9.4531
1896,182.0166,14.5085,2.4488,-9.375
1897,180.2185,15.4583,2.4632,-9.4531
1898,174.5664,14.6404,2.3896,-7.5
1899,181.7882,14.3158,2.2722,-7.7083
1900,198.0287,14.9632,2.4709,-7.4219
1901,192.8346,13.9827,2.5033,-8.0469
1902,196.174,13.4728,2.4577,-7.5
1903,192.0058,13.8605,2.471,-8.125
1904,188.1813,13.816,2.438,-8.8281
1905,182.302,13.4054,2.4299,-10
1906,180.3613,13.1711,2.4589,-11.25
1907,155.1862,11.685,2.3952,-12.8906
1908,156.7559,10.4267,2.3798,-13.125
1909,154.6727,10.4268,2.3756,-12.8906
1910,159.0396,10.709,2.3987,-13.125
1911,174.3959,11.1608,2.4256,-13.0469
1912,174.1968,11.5826,2.3991,-13.5938
1913,178.4781,11.1623,2.3652,-14.7656
1914,180.8739,10.8812,2.4656,-14.7917
1915,174.11,10.4212,2.4621,-14.7656
1916,161.4374,10.1291,2.3842,-14.6094
1917,163.5212,10.6153,2.4219,-14.5833
1918,159.9244,11.2544,2.407,-14.1406
1919,164.491,11.745,2.4153,-13.75
1920,168.887,12.6228,2.4231,-13.2639
1921,168.4301,12.9729,2.4139,-13.5156
1922,169.887,12.3644,2.3733,-13.125
1923,174.5957,12.5032,2.4178,-13.125
1924,173.7385,12.7607,2.4583,-12.6389
1925,167.9728,11.4767,2.4265,-12.5
1926,170.8849,10.6252,2.4556,-12.5
1927,169.2579,10.2565,2.4617,-12.5
1928,161.5224,9.783,2.3876,-13.75
1929,172.0834,9.5398,2.3817,-14.4531
1930,170.7424,9.4541,2.4208,-15.2778
1931,155.5003,9.9112,2.3833,-15.6944
1932,157.9842,10.6529,2.4254,-14.9219
1933,159.8959,10.8638,2.451,-13.9063
1934,158.8683,10.4826,2.421,-13.5938
1935,157.6689,10.2,2.4343,-14.375
1936,156.9557,10.0366,2.4029,-14.2188
1937,165.8328,9.8532,2.36,-14.375
1938,173.8809,10.0006,2.4058,-14.375
1939,172.0547,10.1976,2.4355,-15
1940,166.3754,10.2095,2.4508,-15
1941,161.6371,10.6131,2.3817,-15.625
1942,164.9198,11.6008,2.4359,-15.3125
1943,163.2645,12.0417,2.4393,-15
1944,181.3322,11.9206,2.4343,-15.4688
1945,177.7069,11.4908,2.3956,-14.1406
1946,180.0756,11.7321,2.4631,-13.125
1947,170.7416,10.9573,2.4588,-13.6719
1948,161.4086,10.1265,2.44,-14.9219
1949,149.3357,9.4943,2.4181,-14.7321
1950,149.4213,9.971,2.4178,-13.9063
1951,170.8851,11.4723,2.4312,-13.2031
1952,170.257,13.1665,2.3567,-13.125
1953,163.6922,14.7641,2.3293,-13.9063
1954,156.9268,14.8525,2.4943,-14.6094
1955,164.1486,13.5604,2.4292,-15.625
1956,167.203,13.1892,2.4407,-15.625
1957,172.7125,12.6722,2.4743,-15.4688
1958,161.3513,12.3009,2.4386,-15
1959,167.1751,12.6171,2.4073,-14.8438
1960,163.0646,12.8219,2.4002,-15
1961,177.7063,12.8317,2.3691,-15.1563
1962,171.8833,11.5941,2.4735,-15.7031
1963,162.2084,10.9244,2.4321,-15.7031
1964,151.2475,11.3683,2.3183,-16.3281
1965,176.7363,11.9977,2.331,-15.625
1966,174.9088,12.1446,2.4667,-15.9821
1967,172.768,11.7872,2.4669,-16.4063
1968,172.2263,11.8878,2.426,-16.9531
1969,153.0168,12.3126,2.4046,-16.875
1970,161.0953,12.4378,2.3988,-17.1094
1971,181.3307,12.2077,2.4033,-17.1094
1972,204.7358,11.9176,2.4676,-17.3438
1973,187.7534,12.4477,2.4644,-17.3438
1974,188.9532,13.9729,2.4781,-17.5
1975,180.1326,15.3764,2.4596,-16.875
1976,170.9715,15.4914,2.4438,-16.875
1977,161.0096,15.3485,2.3695,-17.1094
1978,187.7818,15.0898,2.3473,-18.2813
1979,255.9708,15.2791,2.5225,-20.625
1980,241.3564,14.4968,2.5231,-25.5469
1981,194.5177,13.3337,2.5154,-25.3125
1982,160.3521,12.8658,2.4283,-18.2813
1983,155.4722,12.2398,2.3365,-17.7344
1984,153.8733,12.4381,2.2751,-17.1875
1985,173.5111,12.231,2.4582,-17.4219
1986,181.2165,11.1711,2.4745,-18.0469
1987,160.381,10.9009,2.4416,-18.8281
1988,153.9022,11.0597,2.3858,-18.9844
1989,159.9808,11.157,2.3714,-19.6094
1990,160.5236,11.2272,2.4069,-19.1406
1991,162.0077,12.4279,2.3868,-19.2188
1992,165.4049,14.1278,2.341,-18.9844
1993,183.2725,13.9832,2.4246,-18.2813
1994,170.4564,13.1822,2.3918,-18.2813
1995,175.8793,12.7453,2.378,-18.75
1996,177.5348,12.7007,2.4469,-18.3594
1997,165.3191,12.1765,2.4112,-18.5938
1998,159.6391,12.7525,2.3879,-18.3929
1999,159.239,13.369,2.4285,-18.125
2000,173.9108,13.6082,2.4281,-17.5
2001,186.4127,12.9635,2.4805,-16.7969
2002,174.5369,12.8251,2.4649,-16.25
2003,160.6957,12.8804,2.4618,-16.25
2004,164.5766,12.8115,2.4462,-15.8036
2005,156.4999,12.9881,2.4278,-15.1563
2006,154.6158,12.1231,2.4015,-15.625
2007,168.0024,11.418,2.3745,-14.6094
2008,168.3452,11.3136,2.3174,-14.5313
2009,182.0731,11.073,2.4104,-15
2010,175.6508,10.983,2.4946,-15.7031
2011,153.1029,11.301,2.4445,-16.25
2012,155.3294,11.9897,2.4306,-17.1875
2013,166.2616,12.5227,2.4253,-17.5
2014,174.9382,12.3554,2.3905,-17.5
2015,168.2305,12.5502,2.4118,-16.875
2016,166.6322,12.379,2.4271,-16.875
2017,160.382,11.7773,2.4081,-17.2656
2018,160.5806,11.531,2.4149,-17.5
2019,163.0078,11.4094,2.4345,-17.5
2020,177.3066,11.0911,2.4533,-16.875
2021,171.3696,11.3522,2.4501,-17.3438
2022,158.1265,11.4563,2.4241,-16.875
2023,153.0177,11.25,2.4157,-16.25
2024,153.2737,11.5927,2.415,-16.5625
2025,164.1496,12.1019,2.358,-16.1719
2026,173.8544,12.7573,2.3417,-16.25
2027,169.3434,13.2542,2.4437,-16.25
2028,175.8518,13.295,2.3895,-16.1719
2029,200.484,13.0954,2.4319,-15.625
2030,206.1066,12.8333,2.5074,-15
2031,178.3628,11.9345,2.4911,-15.3125
2032,171.2844,12.7084,2.4407,-16.0938
2033,151.5901,14.6088,2.4506,-16.7969
2034,141.6853,14.8331,2.4555,-17.5
2035,157.9842,12.7067,2.4086,-17.5
2036,156.4425,11.3251,2.3936,-18.125
2037,152.3041,11.5508,2.4259,-17.7679
2038,152.5319,11.599,2.4191,-18.125
2039,149.7055,11.4941,2.4151,-18.125
2040,156.3279,11.3472,2.4247,-18.6719
2041,167.945,11.195,2.3917,-19.375
2042,151.7907,11.4823,2.391,-19.375
2043,163.293,12.3365,2.438,-19.6875
2044,174.3102,13.1913,2.4284,-18.3594
2045,171.3703,13.3925,2.4177,-18.5156
2046,167.917,13.0851,2.4419,-18.75
2047,182.4733,13.4718,2.4342,-18.75
2048,174.1393,14.4762,2.4285,-18.75
2049,173.7109,14.7943,2.4167,-18.75
2050,171.2554,15.2536,2.3644,-18.2813
2051,180.0767,15.699,2.4782,-18.125
2052,178.0499,13.8889,2.4815,-17.9688
2053,166.09,12.796,2.4669,-18.4722
2054,152.9891,13.5027,2.4336,-18.75
2055,154.7022,13.6393,2.4478,-19.2188
2056,155.615,13.4675,2.4579,-19.4444
2057,154.216,12.7608,2.4219,-20
2058,145.1679,11.9803,2.4076,-20
2059,148.222,11.2892,2.3973,-20
2060,148.45,10.9723,2.3814,-20.4688
2061,158.1261,11.1984,2.3983,-20.625
2062,171.3989,12.0179,2.4274,-21.875
2063,162.0935,11.8301,2.4032,-22.9688
2064,160.8381,12.6541,2.4274,-20.0781
2065,155.3011,13.0828,2.4629,-20.2344
2066,151.8759,12.7611,2.4112,-20.2344
2067,155.9006,12.3976,2.4258,-18.9844
2068,161.3234,12.2225,2.456,-18.75
2069,157.3559,13.0616,2.4309,-19.375
2070,169.3716,14.1233,2.4179,-19.375
2071,176.4504,15.061,2.4655,-19.375
2072,184.7859,14.5888,2.4389,-19.4531
2073,174.1111,13.8737,2.3424,-19.375
2074,169.1157,12.9323,2.4532,-18.2031
2075,173.0543,13.5033,2.4579,-18.75
2076,191.1508,14.5939,2.4157,-19.375
2077,178.5916,14.0706,2.46,-19.6094
2078,156.6707,13.5033,2.4527,-20.3906
2079,160.8663,13.7989,2.4449,-20.625
2080,157.2418,14.402,2.4311,-21.0156
2081,162.7224,14.1997,2.3991,-20.7813
2082,158.7549,13.855,2.3515,-20.9375
2083,152.7604,13.5839,2.3321,-21.25
2084,191.5493,13.1908,2.4391,-21.25
2085,177.7355,12.5134,2.4524,-20.9375
2086,165.2049,12.6438,2.4648,-20.7813
2087,158.3262,12.7822,2.4519,-20.625
2088,168.7449,12.8604,2.4285,-20.625
2089,151.4762,13.0365,2.3893,-20.625
2090,161.1236,13.4451,2.3881,-20.3906
2091,176.3366,13.2957,2.4052,-20
2092,167.659,13.2088,2.3738,-20
2093,169.8569,13.2699,2.4329,-20
2094,161.3513,12.8507,2.454,-20.625
2095,175.024,13.1794,2.449,-20.625
2096,172.1691,13.1741,2.4248,-20.7031
2097,180.5604,12.8659,2.4243,-21.5625
2098,180.7901,12.8903,2.4508,-22.1094
2099,163.3791,13.1925,2.4631,-22.2656
2100,159.6391,13.5213,2.4476,-22.5
2101,176.08,13.754,2.4209,-22.5
2102,169.5148,13.7909,2.4253,-22.5
2103,174.1679,13.8405,2.441,-22.1875
2104,168.9725,13.8135,2.4333,-22.1875
2105,173.9104,13.6215,2.4698,-22.5
2106,169.5147,12.8394,2.4517,-22.5781
2107,160.2103,12.8042,2.4676,-22.5
2108,162.3218,12.8566,2.4608,-22.5
2109,165.3767,12.7948,2.4227,-22.5
2110,167.7741,12.8009,2.3974,-22.5
2111,162.7218,12.8302,2.4147,-21.875
2112,165.3768,13.5584,2.3889,-20.7031
2113,184.9279,13.3762,2.3851,-20.2344
2114,191.0931,12.2945,2.3809,-20.1563
2115,185.6992,12.5821,2.4438,-20.625
2116,182.6456,13.0128,2.4641,-21.25
2117,181.1606,12.1326,2.4336,-21.4063
2118,173.9685,11.4963,2.4443,-22.4219
2119,146.339,13.1484,2.3819,-23.125
2120,165.3202,13.6662,2.3401,-22.5
2121,176.7935,13.7838,2.4071,-22.5
2122,173.4258,12.874,2.4806,-22.8906
2123,168.4306,12.0792,2.423,-23.5156
2124,159.211,12.3029,2.4028,-23.75
2125,156.4138,12.478,2.3527,-23.125
2126,156.4138,12.478,2.3527,-23.125
2127,182.2742,12.9175,2.3517,-23.125
2128,192.6925,13.6849,2.4523,-24.0625
2129,172.2557,14.993,2.3308,-23.4722
2130,176.7653,15.6585,2.3527,-22.5
2131,185.5559,16.3982,2.5039,-22.1875
2132,176.4513,13.6391,2.4692,-22.4219
2133,163.2362,11.9515,2.4162,-22.1528
2134,158.6407,11.5963,2.3851,-22.2656
