ID,Rop,Wob,Hookload,TempOut,TempIn,PumpPres,SurfTorq,Rpm,FlowIn
1645,34.55,19.23,57.57,129.32,125.49,684.46,98.49,76.68,836.58
1646,27.73,23.3,53.5,129.32,125.64,696.28,104.51,84.58,844.58
1647,16.64,22.3,54.5,129.29,126.02,701.24,100.81,87.45,852.58
1648,12.67,10.17,66.62,128.79,126.14,702.38,77.37,130.44,853.19
1649,14.24,23.01,53.79,129.13,126.1,708.86,95.82,95.11,858.11
1650,21.65,21.59,55.2,129.29,126.14,709.24,104.74,89.52,856.47
1651,17.41,26.12,50.68,129.78,126.25,708.86,98.22,77.72,858.52
1652,18.68,23.67,53.13,129.82,126.33,712.68,104.25,78.94,861.18
1653,28.48,21.01,55.78,130.05,126.37,712.68,105.85,87.21,865.48
1654,35.19,22.59,54.21,129.97,126.37,711.53,101.16,99.71,863.23
1655,13.55,24.67,52.13,130.2,126.52,710.77,86.4,82.84,864.45
1656,8.51,22.8,54,131.84,126.71,711.53,81.26,86.17,864.45
1657,17.26,23.38,53.42,131.76,126.71,711.53,102.23,94.07,862.82
1658,20.69,22.59,54.21,131.61,126.82,708.86,94.49,98.16,863.23
1659,17.34,28.16,48.64,131.34,126.86,708.48,118.47,75.28,862.82
1660,19.54,25.42,51.38,131.23,126.86,706.58,112.18,93.09,870.19
1661,33.05,26.62,50.18,131.27,126.86,709.63,114.54,88.06,871.82
1662,22.35,23.67,53.13,131.31,126.86,712.29,125.79,97.09,865.07
1663,23.19,26.74,50.05,131.54,126.9,712.68,109.2,116.43,861.39
1664,19.8,26.25,50.55,131.88,126.94,716.87,122.13,104.17,864.66
1665,30.11,30.11,46.69,132.11,126.98,717.63,118.39,109.75,866.09
1666,34.56,28.49,48.31,132.79,127.01,715.34,117.09,113.78,865.48
1667,29.07,29.94,46.86,132.56,127.09,713.06,119.57,113.41,866.71
1668,41.93,26,50.8,132.53,127.09,714.2,127.81,103.59,868.76
1669,41.77,31.15,45.65,132.6,127.13,710.01,123.77,106.33,872.85
1670,49.13,28.78,48.02,133.02,127.2,708.48,122.97,109.72,871.42
1671,30.41,30.77,46.02,133.67,127.24,713.06,111.76,129.98,872.24
1672,28.16,25.75,49.55,132.18,127.32,650.53,119.11,89.34,831.79
1673,32.96,27.87,47.44,132.11,127.4,656.25,117.93,90.1,836.91
1674,23.76,27.04,48.27,131.99,127.55,661.21,117.51,89.31,839.57
1675,23.14,25.71,49.6,131.84,127.66,652.44,109.81,91.14,832.82
1676,15.57,25.29,50.01,131.31,127.78,658.16,112.21,96.42,837.52
1677,20.66,26.74,48.56,131.34,127.7,655.11,114.84,94.47,832.61
1678,23.59,25.54,49.76,131.38,127.62,653.96,118.01,90.2,832.2
1679,23.59,25.54,49.76,131.38,127.62,653.96,118.01,90.2,832.2
1680,23.32,20.35,54.95,131.42,127.66,646.72,102.8,108.17,838.96
1681,21.43,26.99,48.31,131.5,127.62,649.39,122.39,85.28,844.89
1682,14.81,24.5,50.8,131.5,127.55,649.77,94.83,111.92,840.8
1683,23.61,26.29,49.01,131.57,127.47,658.54,118.77,82.54,841
1684,18.2,18.31,56.99,131.57,127.47,645.19,124.87,83.33,833.02
1685,63.08,14.41,60.89,131.57,127.47,652.06,96.93,126.35,834.05
1686,56.28,14.37,60.93,131.5,127.43,650.15,95.52,129.95,834.46
1687,14.81,24.92,50.39,131.57,127.47,647.1,119.31,73.29,832.61
1688,20.66,22.05,53.25,131.69,127.55,657.01,96.28,109.14,838.55
1689,12.24,16.94,58.36,131.65,127.62,650.15,91.63,116.59,830.77
1690,23.75,23.13,52.17,131.61,127.66,653.96,108.71,117.26,833.02
1691,23,20.43,54.87,131.54,127.66,648.63,109.55,113.72,833.02
1692,30.75,20.43,54.87,131.57,127.7,645.96,107.68,118.23,832.2
1693,36.23,19.31,55.99,131.42,127.66,650.53,103.9,111.43,833.84
1694,25.95,21.47,53.83,131.38,127.62,650.91,119.53,92.79,833.43
1695,33.56,16.86,58.44,131.38,127.62,650.15,112.75,118.75,831.59
1696,37.27,22.59,52.71,131.42,127.59,650.53,104.44,109.26,834.45
1697,34.51,25.29,50.01,131.42,127.59,655.49,113.21,101,838.75
1698,29.49,20.18,55.12,131.46,127.59,649.01,98.45,117.84,834.25
1699,34.84,24.38,50.93,131.42,127.62,652.06,113.85,99.44,833.02
1700,23.3,19.02,56.28,131.46,127.66,648.63,106.11,109.42,831.8
1701,45.17,19.73,55.58,131.5,127.62,652.06,109.81,103.83,832.41
1702,24.72,18.98,56.32,131.46,127.55,723.35,101.01,107.65,851.98
1703,25.06,20.85,54.46,131.46,127.7,727.54,111.3,106.91,855.67
1704,29.76,21.1,54.21,131.38,127.78,730.21,108.55,106.43,858.95
1705,17.5,13.54,61.76,131.31,127.97,728.31,100.01,116.01,859.76
1706,53.81,15.57,59.73,131.23,127.97,732.88,105.01,110.55,859.56
1707,43.02,15.45,59.85,131.15,128.01,733.26,99.9,116.28,860.17
1708,38.9,18.52,56.78,131.27,128.04,726.4,100.32,117.1,860.99
1709,19.62,21.68,53.62,131.5,128.08,728.69,100.24,101.06,859.56
1710,20.43,19.68,55.62,131.61,128.16,734.03,100.55,102.89,859.76
1711,20.9,19.48,55.83,131.65,128.27,732.88,105.47,103.44,858.54
1712,28.14,22.51,52.79,131.73,128.31,730.59,103.14,101.51,856.9
1713,29.06,16.03,59.27,131.8,128.39,730.98,100.24,108.38,857.51
1714,37.35,17.19,58.11,131.8,128.39,730.59,108.82,98.49,855.67
1715,24.4,14.08,61.22,131.84,128.5,729.45,110.38,95.75,857.72
1716,41.61,21.59,53.71,131.88,128.54,730.21,108.9,100.29,855.67
1717,22.74,20.89,54.41,131.95,128.58,727.54,102.3,95.26,856.08
1718,16.12,20.52,54.79,132.03,128.58,726.78,98.79,100.78,856.49
1719,19.05,24.38,50.93,132.18,128.58,729.07,102.15,111.74,858.13
1720,10.9,19.35,55.95,132.34,128.69,729.45,104.09,111.37,855.46
1721,22.87,17.94,57.36,132.37,128.84,729.45,111.38,98.01,856.69
1722,22.75,19.31,55.99,132.41,128.96,729.45,98.3,116.53,855.06
1723,22.61,16.28,59.02,132.45,129.07,728.69,102.49,112.92,855.26
1724,27.15,29.9,45.4,132.53,129.26,731.74,118.66,105.36,856.49
1725,22.76,23.67,51.63,132.56,129.34,727.16,129.83,92.15,855.67
1726,43.92,23.55,51.76,132.6,129.38,726.02,109.16,117.47,855.47
1727,31.07,29.73,45.57,132.68,129.45,732.88,121.17,107.13,858.54
1728,23.05,23.46,51.84,132.72,129.53,730.59,109.58,119.61,857.31
1729,31.63,29.4,45.9,132.76,129.57,732.12,110.57,117.93,856.9
1730,20.42,20.93,55.33,133.06,129.03,670.36,120.75,110.3,845.49
1731,43.91,21.47,54.79,133.1,129.11,671.12,114.2,112.47,846.51
1732,25.95,24.21,52.05,132.95,129.07,671.88,113.55,99.71,843.85
1733,19.49,21.43,54.83,132.79,128.96,669.21,106.27,110.7,838.12
1734,20.07,24,52.25,132.45,128.77,667.69,106.38,97.67,832.4
1735,16.46,25.25,51.01,132.45,128.58,663.49,104.7,112.59,828.3
1736,16.47,22.47,53.79,132.56,128.5,667.31,111.95,103.31,834.85
1737,22.95,23.17,53.08,132.6,128.42,664.64,111.6,107.89,828.92
1738,29.07,23.42,52.84,132.56,128.31,667.31,110.12,109.72,846.11
1739,24.48,22.09,54.16,132.53,128.16,666.16,114.5,106.06,847.95
1740,14.75,25.17,51.09,132.41,127.81,661.59,109.47,108.53,840.99
1741,13.95,25.5,50.76,132.26,127.55,660.44,108.1,82.78,843.04
1742,23.65,25.66,50.59,132.18,127.36,658.16,110.69,111.95,846.51
1743,18.68,27.49,48.77,132.11,127.2,658.92,113.62,90.59,849.38
1744,19.97,23.38,52.88,132.11,127.05,655.87,98.95,99.62,855.72
1745,26.39,21.51,54.75,132.15,126.98,653.2,105.58,82.75,845.49
1746,37.4,17.48,58.77,132.07,126.98,655.11,110.35,92.21,845.9
1747,32.18,21.1,55.16,131.95,126.94,658.54,104.82,99.68,845.08
1748,17.83,24.46,51.8,131.84,126.94,659.68,104.86,106.58,841.19
1749,17.71,21.51,54.75,131.61,126.86,659.3,105.85,87.54,840.58
1750,19.22,25.83,50.43,131.5,127.17,661.97,126.4,74.36,836.9
1751,45.01,21.01,55.24,131.46,127.24,660.44,113.62,124.43,838.74
1752,29.05,20.97,55.29,131.31,127.4,654.73,124.19,77.84,835.47
1753,33.07,26.45,49.8,131.23,127.51,659.3,105.12,104.6,833.62
1754,12.87,24.54,51.71,131.08,127.59,719.92,126.51,101.21,848.3
1755,21.07,26.83,49.43,131.23,127.7,719.92,99.86,131.81,848.51
1756,17.21,26,50.26,131.08,127.74,720.3,127.96,103.41,848.3
1757,39.62,24.5,51.76,131.08,127.78,720.3,113.97,118.63,849.32
1758,22.25,15.41,60.85,131.23,127.28,674.55,87.78,97,839.76
1759,18.19,21.43,54.83,131.46,127.55,684.84,95.71,90.84,842.62
1760,12.46,18.69,57.57,131.61,127.89,677.22,90.14,97.64,837.1
1761,19.46,21.22,55.04,131.69,128.04,684.84,98.6,103.07,840.58
1762,19.69,24.54,51.71,131.61,128.2,680.65,107.52,87.54,837.51
1763,15.06,23.42,52.84,131.38,128.35,680.65,110.35,82.96,837.92
1764,15.73,20.14,56.12,131.38,128.42,680.27,105.89,95.05,834.45
1765,24.14,22.92,53.33,131.42,128.46,684.08,104.02,100.11,839.36
1766,18.9,21.76,54.5,131.54,128.54,678.74,96.58,102.25,838.13
1767,10.96,25.5,50.76,131.65,128.58,671.5,146.22,76.31,841.19
1768,40.75,20.47,55.78,131.69,128.58,677.22,114.27,106.67,842.01
1769,36.83,26.12,50.14,131.76,128.58,677.22,131.96,84,841.19
1770,56.41,25.79,50.47,131.8,128.62,679.13,127.31,92.54,842.42
1771,18.83,26.41,49.85,131.92,128.62,678.74,102,94.92,840.58
1772,20.83,18.69,57.57,132.03,128.62,680.65,103.75,92.18,842.42
1773,24.31,25.58,50.68,132.07,128.65,681.79,114.69,78.88,842.42
1774,17.21,16.36,59.9,132.15,128.69,673.41,76.45,89.37,840.78
1775,15.91,26.66,49.6,132.15,128.73,679.89,103.56,98.8,847.94
1776,17.46,25.83,50.43,132.3,128.77,675.31,116.18,104.93,847.53
1777,17.69,25.04,51.22,132.3,128.81,678.36,101.5,80.28,853.47
1778,14.91,26.41,49.85,132.34,128.77,673.79,99.48,74.7,850.4
1779,11.75,24.25,52,132.41,128.81,672.26,97.61,91.2,852.44
1780,15.87,27.2,49.06,132.56,128.81,670.36,100.05,94.01,852.24
1781,17.62,26.5,49.76,132.56,128.84,669.21,99.4,92.27,847.33
1782,17.46,25.04,51.22,132.53,128.81,673.79,113.7,84.55,851.22
1783,17.58,26.04,50.22,132.49,128.81,670.74,126.28,99.81,847.74
1784,16.09,24.92,51.34,132.56,128.77,671.5,119.95,95.26,849.58
1785,19.37,26.04,50.22,132.53,128.84,671.12,100.66,97.79,845.9
1786,14.64,26.99,49.26,132.53,128.88,673.79,132.57,81.13,850.6
1787,11.19,23.59,52.67,132.53,128.92,670.74,103.03,93.31,847.94
1788,18.94,25,51.26,132.53,128.81,675.78,104.89,83.94,844.67
1789,14.97,21.1,55.16,131.99,128.31,675.4,100.17,106.03,850.38
1790,16.91,25.66,50.59,131.65,128.42,677.31,112.06,80.46,847.1
1791,15.38,24.09,52.17,131.27,128.46,673.11,109.2,82.78,845.26
1792,20,28.07,48.18,131.38,128.39,674.26,107.87,78.27,850.58
1793,22.51,26.79,49.47,131.46,128.31,678.07,118.09,79,849.15
1794,21.73,22.05,54.21,131.54,128.31,678.45,113.43,83.39,850.38
1795,24.9,20.1,56.16,131.65,128.31,679.3,89.15,72.56,840.96
1796,15.41,26.83,49.43,131.69,128.2,677.31,101.01,91.9,847.71
1797,13.55,23.21,53.04,131.76,128.16,673.88,105.47,96.69,844.03
1798,26.13,28.16,48.1,131.8,128.23,672.73,120.41,92.03,845.06
1799,9.18,22.8,53.46,131.65,128.31,677.39,101.84,89.8,829.51
1800,13.8,25.83,50.43,131.69,128.23,678.92,115.68,89.52,831.96
1801,21.56,20.62,57.78,131.61,127.7,686.93,104.47,111.43,839.13
1802,14.02,21.62,56.78,131.61,127.89,688.07,113.59,79.67,838.72
1803,26.25,26.15,52.25,131.61,127.97,688.07,114.96,76.77,840.15
1804,12.81,16.88,61.52,130.93,127.97,683.11,91.97,108.23,836.67
1805,21.37,22.78,55.62,131,127.89,683.11,107.3,83.73,835.65
1806,14.24,20.46,57.94,131.15,127.81,684.64,101.08,96.91,835.04
1807,18.78,22.41,55.99,131.23,127.81,685.78,111.68,84.89,833.4
1808,24.6,24.4,54,131.27,127.85,685.78,106.46,94.92,835.24
1809,9.69,25.07,53.33,131.34,127.93,685.78,108.17,92.94,833.61
1810,9.73,23.86,54.54,131.34,127.93,682.35,92.24,92.7,835.04
1811,10.48,21.95,56.45,131.34,128.01,685.02,102.64,98.55,833.4
1812,10.69,21.83,56.57,131.31,128.01,685.78,93.04,98.65,833.61
1813,12.55,23.74,54.66,131.38,127.97,686.54,105.2,79.39,839.74
1814,6.38,21.58,56.82,131.34,127.97,677.78,86.44,91.87,817.24
1815,13.61,13.27,65.13,130.58,127.43,682.14,81.79,104.81,787.68
1816,8.96,23.99,54.41,130.73,127.47,689.51,101.04,98.46,815.95
1817,9.97,24.69,53.71,130.7,127.55,695.99,121.36,95.6,819.02
1818,4.97,24.24,54.16,130.54,127.36,694.84,158.54,80.83,820.05
1819,9.36,23.2,55.2,130.77,127.51,695.56,154.91,78.88,817.59
1820,8.29,24.36,54.04,130.77,127.66,695.7,160.63,81.68,815.95
1821,12.96,23.57,54.83,130.81,127.66,696.94,171.5,84.18,818.62
1822,12.96,21.54,56.86,130.85,127.55,697.27,172.79,92.97,818.21
1823,22.65,21.7,56.7,130.89,127.59,697.65,172.18,84.4,816.77
1824,25.19,24.57,53.83,130.96,127.7,699.51,145.69,107.31,815.55
1825,10.58,25.07,53.33,131.08,127.89,701.03,107.3,75.95,816.77
1826,9.48,27.35,51.05,131.31,128.23,707.13,94.14,88.64,812.88
1827,9.39,24.78,53.62,131.5,128.39,703.7,102.03,87.88,815.55
1828,11.32,26.44,51.96,131.5,128.62,705.23,99.18,92.51,816.77
1829,14.55,25.15,53.25,131.46,128.69,709.42,103.14,85.41,817.8
1830,12.64,17.38,61.02,131.57,128.84,709.8,86.48,86.75,819.44
1831,10.48,23.82,54.58,131.65,128.84,704.08,95.25,76.65,815.75
1832,9.28,23.82,54.58,131.88,128.84,704.84,92.39,80.89,818.82
1833,8.9,23.53,54.87,131.95,129.19,708.66,101.12,90.53,819.23
1834,18.83,22.74,55.66,132.07,129.34,706.75,111.99,92.7,819.85
1835,14.16,23.61,54.79,132.11,129.57,705.23,99.25,103.01,818.62
1836,9.46,24.98,53.42,132.22,129.64,714.08,86.14,94.83,816.36
1837,12.87,23.65,54.75,132.45,129.76,708.28,95.13,82.45,817.8
1838,6.81,23.7,54.7,132.64,129.91,713.32,90.25,91.05,818
1839,8.74,26.23,52.17,132.72,130.06,714.46,95.9,86.5,817.59
1840,21.84,19.13,59.27,132.76,130.14,714.46,92.27,87.78,817.8
1841,21.2,20.46,57.94,132.83,130.22,714.46,94.22,83.88,816.98
1842,13.72,19.54,58.86,132.91,130.29,713.79,95.02,89.43,811.45
1843,16.22,24.03,54.37,132.98,130.29,715.13,106.34,84.03,815.75
1844,13.8,22.66,55.74,133.1,130.41,714.08,104.17,92.88,819.23
1845,12.06,11.44,66.96,133.17,130.48,711.46,86.52,93.92,817.8
1846,39.62,27.81,50.59,117.89,114.28,1063.55,103.64,71.03,684.27
1847,32.47,15.31,63.09,117.89,114.51,1065.43,138.44,66.92,692.04
1848,54.32,25.61,52.79,117.77,114.66,1065.16,143.06,54.86,683.45
1849,50,15.09,73.31,116.78,114.97,1067.48,39.78,0,708.21
1850,85.45,16.46,71.94,116.74,114.78,1062.73,62.77,43.76,706.98
1851,14.07,14.89,63.51,113.73,114.74,1064.21,149.23,77.5,701.66
1852,24.16,12.61,65.79,117.43,115.58,1065.97,162.46,96.45,708
1853,31.31,18.63,59.77,118.95,115.84,1061.6,171.57,82.93,700.23
1854,48.06,23.03,55.37,118.95,116.03,1069.14,182.86,85.74,695.32
1855,38.29,21.62,56.78,119.07,116.45,1073.93,193.04,68.41,701.45
1856,24.99,14.52,63.88,119.26,116.72,1072.02,176.38,80.4,709.43
1857,30.77,18.42,59.98,119.3,116.87,1067.98,171,81.84,708.61
1858,35.26,18.55,59.85,119.41,117.06,1071.7,179.73,76.25,705.34
1859,64.33,19.58,58.82,119.45,117.14,1078.39,190.75,78.17,693.88
1860,60.1,22.66,55.74,119.72,117.29,1072.77,186.94,87.94,697.16
1861,44.51,23.16,55.24,119.95,117.48,1071.28,184.19,94.31,704.32
1862,43.93,19.42,58.98,121.05,118.09,1079.28,161.17,77.11,686.52
1863,29.58,17.22,61.18,121.17,118.17,1072.25,173.94,91.38,688.36
1864,28.59,20.37,58.03,121.28,118.28,1078.86,174.62,91.32,687.34
1865,23.55,19.58,58.82,121.32,118.36,1080.77,170.39,95.11,704.32
1866,49.41,20.25,58.15,121.36,118.4,1079.37,177.45,88.97,697.77
1867,40.11,22.49,55.91,121.43,118.47,1073.42,177.33,85.77,700.23
1868,39.65,21.49,56.91,121.58,118.51,1089.79,179.35,84.28,700.02
1869,13.46,19.29,59.11,121.97,118.7,1087.14,153.12,58.71,709.64
1870,53.06,24.44,53.96,122.08,118.78,1089.28,152.44,61.64,707.59
1871,48.73,23.07,55.33,122.39,119.01,1181.39,162.12,52.61,709.02
1872,36.29,20.46,57.94,122.5,119.08,1159.91,160.79,53.13,709.84
1873,81.37,21.7,56.7,122.58,119.31,1162.11,159.83,54.8,709.43
1874,54.56,19.54,58.86,122.8,119.39,1159.18,174.05,43.73,710.25
1875,42.17,21.12,57.28,122.88,119.5,1152.57,164.75,51.2,711.68
1876,31.33,21.2,57.2,123,119.58,1136.41,163.53,54.29,713.12
1877,37.15,21.95,56.45,122.96,119.85,1153.3,156.21,56.91,713.52
1878,38.34,21.79,56.61,123.07,119.92,1165.05,166.89,52.88,710.87
1879,36.72,19.13,59.27,123.11,120,1134.2,157.28,54.32,717.41
1880,69.3,23.11,55.29,123.19,120.04,1150.36,153.96,59.23,714.75
1881,47.11,17.63,60.77,123.26,120.08,1130.53,155.3,60.17,717
1882,40.48,21.91,56.49,123.26,120.11,1151.1,161.7,52.42,709.84
1883,53.84,21.25,57.15,123.3,120.15,1148.74,155.6,54.93,709.02
1884,48.72,21.45,56.95,123.34,120.19,1133.36,159.3,53.58,716.18
1885,60.74,20.66,57.74,123.41,120.23,1135.67,158.88,56.02,716.39
1886,62.11,21.12,57.28,123.41,120.27,1132.01,151.83,59.04,714.55
1887,55.64,5.48,65.54,123.87,119.85,963.64,127.73,52.24,691.63
1888,34.34,18.44,52.59,123.76,119.92,1088.81,165.97,47.63,695.32
1889,59.24,19.1,51.92,123.72,119.92,1089.54,170.05,54.32,692.66
1890,59.02,18.48,52.54,123.72,119.96,1086.61,173.1,53.16,691.02
1891,39.6,16.69,54.33,123.72,120.04,1096.13,173.21,65.85,696.13
1892,48.68,19.23,51.8,123.76,120.11,1142.24,189.38,37.05,688.97
1893,35,16.61,54.41,123.8,120.19,1113.7,164.75,53.13,692.86
1894,49.34,16.99,54.04,123.83,120.27,1082.95,166.73,60.27,696.95
1895,32.17,19.27,51.76,123.95,120.23,1085.15,167.53,59.08,701.86
1896,31.37,20.14,50.88,123.87,120.27,1070.51,167.5,59.11,704.11
1897,48.28,17.73,53.29,123.83,120.3,1074.9,166.81,57.64,703.29
1898,38.75,13.91,57.11,123.87,120.38,1053.67,162.62,62.71,704.11
1899,26.98,19.19,51.84,123.87,120.42,1099.06,170.81,55.38,694.29
1900,51.68,19.02,52,123.99,120.46,1075.63,164.71,62.64,698.59
1901,29.57,16.94,54.08,124.06,120.46,1182.5,159.83,66.49,674.04
1902,63.34,18.31,52.71,124.14,120.53,1148.83,164.6,63.38,683.65
1903,70.52,17.94,53.08,124.18,120.53,1129.8,159.37,61.36,684.68
1904,61.32,15.57,55.45,124.18,120.57,1118.82,156.74,64.72,686.52
1905,70.59,16.36,54.66,124.22,120.61,1160.54,166.85,53.61,678.54
1906,52.95,16.78,54.25,124.25,120.65,1133.46,160.18,58.56,688.56
1907,57.16,19.44,51.59,124.33,120.69,1142.24,164.29,55.47,680.58
1908,63.19,18.85,52.17,124.33,120.76,1148.1,165.7,53.49,687.34
1909,51.86,16.45,54.58,124.33,120.8,1146.26,161.2,60.45,694.29
1910,66.49,18.85,52.17,124.41,120.8,1170.26,176.26,46.84,690
1911,53.96,19.27,51.76,124.41,120.84,1143.36,172.95,54.1,688.56
1912,57.33,17.4,53.62,124.41,120.84,1118.63,170.35,56.02,694.29
1913,55.56,17.19,53.83,124.52,120.91,1132.45,169.44,58.43,693.07
1914,61.16,19.77,51.26,124.56,120.91,1146.99,172.26,55.78,692.86
1915,63.3,20.18,50.84,124.6,120.95,1130.99,168.07,58.92,696.13
1916,57.17,19.85,51.17,124.67,120.99,1142.63,169.52,58.5,695.32
1917,57.16,19.56,51.47,124.71,120.99,1156.44,167.11,61.82,696.54
1918,57.33,17.11,53.92,124.67,121.03,1123.58,170.39,57.46,698.59
1919,34.98,17.65,53.38,125.17,120.76,1157.23,167.38,54.71,698.38
1920,48.38,16.99,54.04,125.13,120.88,1139.84,160.98,60.3,704.32
1921,41.21,16.4,54.62,125.02,120.95,1110.85,160.14,60.75,714.75
1922,42.55,16.2,54.83,124.94,121.07,1122.28,165.44,56.88,710.87
1923,53.74,15.12,55.91,124.98,121.14,1103.5,164.64,59.47,711.48
1924,55.4,18.48,52.54,124.94,121.22,1123,163.87,56.97,709.84
1925,46.35,16.65,54.37,124.98,121.33,1104.09,163.38,55.44,711.27
1926,56.32,16.94,54.08,125.02,121.37,1097.61,161.66,56.7,715.16
1927,50.07,17.65,53.38,124.98,121.45,1078.9,157.28,61.27,715.78
1928,33.05,17.07,53.96,124.98,121.56,1115.61,164.37,55.47,715.16
1929,43.38,15.95,55.08,125.02,121.6,1087.54,161.28,56.57,714.34
1930,52.2,17.61,53.42,125.09,121.64,1101.21,162.12,56.48,723.96
1931,55.41,17.94,53.08,125.05,121.6,1101.93,163.87,55.2,718.44
1932,63.17,18.65,52.38,125.13,121.64,1135.76,172.15,56.94,715.57
1933,58.09,18.07,52.96,125.17,121.64,1124.25,173.79,54.41,713.32
1934,55.62,19.35,51.67,125.21,121.68,1103.37,162.69,67.53,720.28
1935,53.98,17.94,53.08,125.24,121.71,1104.09,164.48,53.37,719.05
1936,69.32,18.52,52.5,125.32,121.75,1091.85,161.55,55.05,718.64
1937,66.72,18.65,52.38,125.36,121.75,1120.65,161.43,55.14,718.84
1938,42.88,17.11,53.92,125.4,121.79,1113.45,164.22,54.65,715.37
1939,57.24,19.6,51.42,125.44,121.83,1112.73,160.63,56.82,719.46
1940,52.41,17.9,53.13,125.51,121.91,1104.09,161.36,56.36,719.66
1941,56.47,20.18,50.84,125.55,121.94,1101.21,163.19,53.77,719.25
1942,37.52,18.31,52.71,125.51,122.02,1103.37,162.54,55.99,723.14
1943,51.45,19.68,51.34,125.55,122.06,1083.22,161.01,55.9,717
1944,54.57,19.02,52,125.63,122.06,1106.25,161.13,56.48,713.32
1945,55.4,18.23,52.79,125.74,121.64,1123.53,163.95,55.78,720.69
1946,63.25,19.64,51.38,125.74,121.33,1116.33,161.59,56.12,711.48
1947,54.96,19.39,51.63,125.7,121.37,1119.21,164.75,54.86,712.5
1948,31.1,10.55,60.23,125.89,122.06,1067.57,149.73,74.57,704.32
1949,48.24,17.9,52.88,125.78,122.17,1101.4,165.93,59.23,696.13
1950,47.45,18.19,52.59,125.82,122.25,1092.04,162.08,61.09,699.82
1951,34.3,17.11,53.67,125.85,122.4,1110.04,165.63,53.74,698.38
1952,55.8,18.48,52.3,125.82,122.52,1088.44,162.2,54.62,704.52
1953,53.19,18.31,52.46,125.89,122.59,1105,161.59,54.56,705.14
1954,41.25,18.19,52.59,125.93,122.74,1094.2,164.71,54.13,708.61
1955,50.78,16.78,54,125.85,122.78,1130.91,162.5,56.18,699.2
1956,51.68,19.93,50.84,125.85,122.78,1131.63,163.11,53.77,700.64
1957,31.06,19.35,51.42,125.85,122.82,1106.44,161.81,62.98,703.91
1958,32.19,18.23,52.54,125.97,122.86,1139.55,170.28,54.68,696.95
1959,55.58,17.69,53.08,126.05,122.86,1142.43,166.62,59.17,698.18
1960,31.05,19.93,50.84,126.2,122.9,1112.2,151.86,62.83,704.93
1961,24.35,13.95,56.82,126.35,122.97,1115.08,157.09,54.56,698.79
1962,43.67,17.4,53.38,126.5,123.01,1122.99,158.8,50.99,699
1963,52.4,18.27,52.5,126.58,123.05,1151.79,159.6,52.82,693.47
1964,56.45,17.57,53.21,126.66,123.13,1125.15,156.21,54.65,699.61
1965,56.45,19.1,51.67,126.69,123.13,1148.19,156.67,55.08,701.66
1966,43.38,18.31,52.46,126.77,123.2,1114.36,158.99,52.82,699.41
1967,32.76,12.42,58.36,126.88,123.28,1093.48,149.27,60.72,711.89
1968,26.01,11.25,59.52,126.92,123.28,1091.32,151.98,60.78,712.5
1969,50.01,18.94,51.84,126.92,123.28,1153.95,163.23,48.98,696.13
1970,45.51,15.24,55.53,127.04,123.32,1100.68,147.14,61.91,707.59
1971,45.59,15.74,55.04,127.04,123.32,1122.99,159.45,52.61,696.54
1972,50.27,14.41,56.37,127.07,123.39,1143.15,155.49,54.9,702.07
1973,49.83,18.19,52.59,127.15,123.43,1115.08,156.59,54.16,698.38
1974,22.97,19.39,51.38,127.23,123.54,1091.32,156.48,55.23,702.07
1975,43.01,18.98,51.8,127.3,123.54,1187.06,164.41,46.9,689.38
1976,38.63,18.02,52.75,127.3,123.62,1141.71,154.42,58.68,697.98
1977,43.56,2.16,72.64,127.34,123.01,968.24,100.59,17.83,695.11
1978,97.75,4.11,70.69,127.34,123.01,962.48,113.4,41.44,694.5
1979,47.03,4.53,70.28,127.34,123.01,964.64,110.38,45.96,697.36
1980,28.19,21.72,53.08,127.49,123.35,1050.29,153.35,58.28,703.91
1981,43.44,21.76,53.04,127.49,123.43,1066.13,160.86,50.38,692.66
1982,46.77,23.09,51.71,127.53,123.51,1051.73,158.38,51.2,692.86
1983,46.17,21.89,52.92,127.53,123.58,1066.13,159.91,49.07,692.86
1984,55.6,21.51,53.29,127.49,123.58,1068.29,159.22,50.84,691.63
1985,55.65,22.55,52.25,127.49,123.58,1069.01,158.38,50.32,688.97
1986,53.78,22.67,52.13,127.49,123.54,1069.01,163.26,50.29,689.18
1987,24.33,20.02,54.79,127.46,123.58,1035.9,150.45,62.61,699.61
1988,20.81,22.51,52.3,127.65,123.66,1079.09,157.28,57.28,689.59
1989,51.67,21.01,53.79,127.65,123.74,1091.32,159.37,50.78,686.11
1990,40.49,20.76,54.04,127.88,123.77,1107.88,159.79,55.57,685.49
1991,37.17,18.94,55.87,127.88,123.81,1079.09,160.98,50.56,686.11
1992,52.95,20.18,54.62,127.84,123.89,1081.25,154.99,53.95,682.22
1993,58.41,22.13,52.67,127.8,123.89,1083.41,163,49.8,684.27
1994,41.44,20.76,54.04,127.8,123.93,1057.49,158.08,57.09,684.27
1995,36.39,17.73,57.07,127.88,124,1090.6,162.01,63.68,697.98
1996,42.4,21.6,53.21,127.88,124.04,1087.72,164.64,60.2,691.84
1997,46.15,22.55,52.25,127.8,124.08,1114.36,165.51,58.13,691.22
1998,30.31,14.04,60.77,127.88,124.12,1066.13,153.96,54.59,694.09
1999,35.63,20.76,54.04,127.91,124.19,1105,162.35,56.05,694.09
