ID,GR,DEEP_RES,DENS,SP
647,205.8337,349.1527,2.596,115.9821
648,181.5413,141.687,2.5879,118.2813
649,173.4362,1030.6644,2.5234,118.125
650,212.1992,1638.3922,2.5557,114.6094
651,259.0683,977.2083,2.5795,116.0156
652,251.6474,744.4192,2.5537,116.3281
653,233.5512,1052.4205,2.5569,116.3393
654,183.997,1565.4128,2.5855,125.3125
655,209.373,184.1178,2.5989,124.6875
656,173.0936,147.7846,2.6384,129.375
657,193.4159,225.9532,2.5838,128.0469
658,191.1323,434.0197,2.573,127.7344
659,143.0076,983.8142,2.5429,126.6406
660,195.1859,198.9409,2.636,130.2344
661,180.5138,811.2693,2.6375,131.4063
662,184.5959,631.246,2.6425,131.875
663,151.0852,172.2727,2.5387,130
664,190.3046,1549.5969,2.5277,127.0313
665,164.072,605.1205,2.5725,121.3281
666,185.3093,368.4323,2.5594,119.1406
667,203.9199,1054.4221,2.6034,118.75
668,177.6594,531.6224,2.5865,119.6875
669,206.2318,440.6616,2.6135,115.8594
670,128.3065,518.7726,2.5156,124.4531
671,183.5961,393.1326,2.562,134.6094
672,174.7477,192.9257,2.6184,135.5469
673,167.3828,562.6131,2.607,135.1563
674,157.6501,172.0116,2.5967,136.9643
675,216.8498,173.2583,2.6076,134.375
676,134.9563,314.3434,2.5718,133.2813
677,161.2174,1288.1356,2.5973,123.2813
678,163.2722,199.1145,2.6271,141.25
679,186.7932,706.6768,2.5777,142.7344
680,200.0366,287.1634,2.5682,142.8906
681,216.2496,259.3333,2.5926,145.7813
682,224.7272,310.5294,2.6251,145.3125
683,220.3024,311.5757,2.6112,142.6563
684,175.8888,451.3012,2.6155,148.4375
685,174.2039,395.5052,2.6245,153.2031
686,188.1336,418.8318,2.6326,153.0469
687,167.6104,1147.5392,2.586,155.9375
688,189.3031,326.8336,2.6132,151.3393
689,183.965,1466.4933,2.5195,146.7188
690,172.3764,1165.5557,2.5793,146.875
691,168.2368,365.4409,2.6155,145.7813
692,156.3626,775.5208,2.5928,145.8594
693,197.4094,1491.9425,2.5916,152.6563
694,193.0982,1265.9823,2.5998,155.5357
695,176.4287,1246.5443,2.6013,156.4063
696,178.8259,909.3448,2.5943,155.4688
697,179.4836,797.9404,2.5959,151.3281
698,179.0835,877.926,2.6161,156.4063
699,162.7847,738.8724,2.6256,157.3438
700,168.7502,902.9048,2.6078,161.5625
701,166.2669,720.746,2.6163,162.8125
702,113.3183,42.3233,2.5129,162.6563
703,96.8202,20.7505,2.5045,159.7321
704,90.1695,21.8939,2.3996,163.6719
705,150.482,47.2964,2.5021,166.0938
706,468.7711,350.5815,2.6045,155.7031
707,528.7716,367.3604,2.6423,157.8125
708,600.3301,910.4089,2.7684,158.9063
709,176.0861,364.5617,2.608,159.9219
710,155.3063,748.3985,2.607,158.5938
711,298.0222,977.1143,2.6122,157.3438
712,49.9516,447.2941,2.8002,160.4464
713,65.3366,387.0322,2.7994,159.0179
714,153.0795,1592.2731,2.595,159.8214
715,409.3146,496.9273,2.5984,160.7031
716,317.6036,1449.2749,2.6012,160.7031
717,161.984,501.406,2.631,161.0938
718,101.4721,414.8022,2.7113,156.5625
719,58.8854,1032.9785,2.8456,155.625
720,106.3245,266.0565,2.7014,157.7344
721,150.8519,223.3049,2.6257,158.9844
722,134.6962,1390.413,2.6363,154.5313
723,172.4022,441.3833,2.6229,154.375
724,153.3159,873.0025,2.4523,140.2344
725,178.2913,750.4797,2.5898,136.25
726,180.4446,1332.6127,2.5854,131.875
727,168.8335,517.0504,2.592,126.4844
728,171.1747,397.2473,2.5993,113.6607
729,166.525,156.3518,2.5779,122.1429
730,165.2773,1050.7834,2.5415,130.7143
