ID,Wob,Hookload,TempOut,TempIn,PumpPres,SurfTorq,Rpm,FlowIn
408,26.41,91.38,115.56,102.42,1770.76,143.48,45.04,716.31
409,26.79,91,115.48,102.61,1769.24,151.75,52.39,719.98
410,27.22,90.57,114.3,102.19,1775.3,185.87,61.09,725.86
411,26.15,91.64,114.23,102.35,1801.06,183.01,62.58,730.6
412,27.85,89.94,114.57,103.38,1801.82,173.98,56.73,732.33
413,24.53,93.26,112.97,96.48,1748.79,163.64,53.95,0
414,25.17,92.62,114.15,103.49,1766.97,248.74,58.95,730.74
415,11.47,99.82,115.83,103.8,1782.22,161.51,32.87,726.65
416,12.1,99.19,115.45,104.29,1772.37,177.94,25.33,727.51
417,14.36,96.93,115.07,104.1,1776.16,172.91,25.88,729.88
418,14.4,96.89,114.04,103.26,1761.77,134.48,32.59,732.47
419,23.22,88.07,112.82,101.74,1711,232.08,39.46,746.77
420,25.86,85.43,113.39,104.06,1753.43,255.64,57.18,726.51
421,25.43,85.86,113.46,103.68,1781.46,234.4,52.97,725.86
422,24.2,87.09,114.57,105.28,1807.22,243.78,56.6,731.25
423,28.3,87.99,115.71,106.77,1757.22,189.46,63.16,729.31
424,24.9,91.39,116.51,107.23,1786.77,197.84,54.74,734.7
425,24.26,92.03,116.59,106.58,1783.74,150,36.25,725
426,24.47,91.82,116.67,106.05,1782.22,131.2,40.74,725.86
427,24.21,92.08,114.72,104.63,1786.77,142.1,38.33,744.4
428,23.49,92.8,115.03,104.9,1815.56,135.93,42.54,743.75
429,24.09,92.2,114.11,103.53,1814.04,126.89,52.24,732.33
430,9.95,106.34,116.97,106.16,1764.8,167.15,48.7,721.12
431,9.57,106.72,117.35,106.46,1801.16,161.01,50.41,726.08
432,21.96,94.33,116.97,106.01,1770.86,42.25,0,695.64
433,20.51,95.78,116.63,106.27,1763.28,170.93,28.5,704.25
434,19.37,92.42,116.55,103.99,2068.6,172.83,12.79,729.96
435,18.39,93.4,116.13,105.24,1994.35,179.96,42.05,0
436,17.76,94.03,116.09,105.21,1807.22,180.04,44.64,0
437,17.07,94.72,116.09,105.24,1761.77,180.19,44.71,0
438,15.97,95.82,116.09,105.32,1835.25,180.5,42.45,0
439,17.63,94.16,116.13,105.44,1891.32,180.15,39.3,0
440,18.86,92.93,116.13,105.44,1773.89,180.76,42.08,0
441,18.05,93.74,116.21,105.4,1785.25,184,37.99,0
442,27.12,84.67,115.71,104.94,1869.35,36.84,0,695.04
443,21.5,90.29,115.75,105.82,1944.35,210.2,55.72,715.09
444,19.59,92.2,115.9,106.2,1947.38,204.21,56.88,715.73
445,20.91,90.88,116.21,106.58,1891.77,210.2,59.72,729.1
446,20.31,91.48,113.81,103.76,1533.72,217.1,58.1,608.83
447,40.66,71.13,113.69,103.34,1361.74,48.93,0,558.88
448,18.27,93.52,112.28,102.23,1404.93,221.52,57.82,588.78
449,17.71,94.08,112.36,102.08,1316.28,226.67,59.75,592.45
450,33.3,78.49,113.31,102.27,1528.42,33.1,0,598.7
451,33.81,77.98,112.24,101.24,1584.48,17.66,0,617.02
452,33.21,78.58,112.09,100.94,1550.39,17.17,0,600.64
453,35.47,76.32,112.02,101.36,1709.49,17.36,0,621.54
454,17.88,93.91,111.37,100.82,1445.08,99.18,31.01,632.54
455,19.33,92.46,111.33,100.75,1576.15,98.07,30.67,633.61
456,11.33,100.46,117.39,107.3,1751.16,172.26,47.27,666.16
457,21.29,90.5,114.87,104.25,1409.47,118.81,32.35,610.55
458,22.57,89.22,114.87,104.18,1482.96,126.82,30.52,621.97
459,36.02,75.77,115.79,104.18,1630.7,20.37,0,601.28
460,23.63,88.16,115.33,104.06,1466.29,109.62,9.31,593.09
461,24.87,86.92,114.95,103.91,1470.84,119.84,23.78,594.6
462,23.38,88.41,114.65,103.91,1439.02,126.51,28.23,611.63
463,24.44,87.35,114.38,103.64,1472.35,118.62,29.3,605.59
464,23.72,88.07,114.68,103.95,1441.29,118.7,25.67,622.19
465,23.76,88.03,114.65,104.02,1460.23,125.82,27.19,603.44
466,25.04,85.52,114.49,104.06,1453.41,127.73,33.26,608.18
467,26.61,83.94,114.53,103.95,1700.4,128.23,31.1,616.37
468,26.36,84.2,114.57,103.83,1712.52,126.36,35.25,622.19
469,27.29,83.26,113.54,103.3,1441.29,109.55,33.6,592.88
470,25.38,85.18,113.31,103.3,1432.2,84.61,33.9,612.71
471,19.71,90.84,113.65,103.26,1663.27,128.07,34.88,625.42
472,20.57,89.99,113.62,103.45,1776.92,144.05,50.99,659.69
473,32.19,83.39,115.33,105.28,1410.99,36.61,0,598.48
474,25.21,85.82,114.57,104.48,1676.91,174.51,35.19,631.03
475,23.16,87.86,114.84,104.33,1510.99,171.27,34.88,627.58
476,24.61,86.41,114.42,104.02,1474.63,129.03,38.21,628.87
477,25.21,85.82,114.49,104.29,1591.3,137.34,33.39,627.36
478,23.55,87.48,114.65,104.44,1467.05,133.83,37.96,630.6
479,24.65,86.37,115.03,104.44,1487.51,166.16,33.32,635.98
480,29,85.82,115.03,104.44,1428.41,174.7,45.13,615.51
481,29.29,85.52,115.03,104.44,1443.56,175.39,46.99,612.27
482,27.63,87.18,114.91,104.18,1496.6,176.45,45.71,626.5
483,27.8,87.01,114.84,103.83,1461.75,168.79,50.29,621.54
484,28.53,103.83,114.84,104.75,1428.41,161.2,43.24,612.06
485,31.25,101.1,115.26,105.21,1720.1,165.63,46.9,624.78
486,29.12,103.23,115.41,105.59,1414.02,158.08,47.57,603.44
487,30.7,108.6,115.64,105.51,1342.8,133.18,45.56,582.1
488,31.51,107.79,116.21,107.23,1363.26,136.04,35.4,609.26
489,39.56,93.99,117.47,107.34,1576.15,22.85,0,607.53
490,30.06,105.96,115.75,104.9,1424.62,132.73,31.16,618.53
491,30.15,105.87,115.48,104.79,1385.99,131.96,34.03,611.41
492,30.61,105.4,115.29,104.63,1427.65,119.72,35.77,606.46
493,29.12,106.89,115.14,104.29,1407.96,112.9,37.11,619.39
494,30.74,105.27,115.83,105.02,1468.57,110.99,35.55,619.82
495,30.15,105.87,115.75,104.83,1373.86,107.94,40.53,609.26
496,31.17,103.27,115.41,103.99,1644.33,118.43,40.28,621.76
497,28.87,105.57,115.41,104.02,1377.65,107.87,35.09,618.96
498,30.57,103.87,115.1,103.68,1538.27,110.69,34.33,613.14
499,29.63,105.62,114.76,103.34,1482.2,99.14,37.14,644.61
500,29.29,105.96,115.33,104.71,1405.68,101.54,32.04,608.83
501,28.91,106.34,115.64,105.66,1374.62,140.62,41.53,626.07
502,29.34,105.91,116.17,106.2,1392.8,134.97,42.26,648.69
503,47.05,88.2,117.05,105.47,1273.1,38.44,0,591.4
504,45.3,89.95,117.28,105.89,1476.14,38.4,0,609.49
505,43.6,91.65,116.97,106.77,1204.91,35.47,0,650.41
506,33.38,107.96,116.29,105.82,1439.78,149.88,37.9,675.21
507,35.6,105.74,116.36,105.66,1675.4,141.57,39.09,667.45
508,38.58,102.76,118.34,107.68,1698.13,72.79,0,662.28
509,37.17,104.17,118.42,107.38,1468.57,72.6,0,654.09
510,34.83,106.51,118.19,107.04,1508.72,70.54,0,660.77
511,36.02,105.32,118.15,107,1663.27,74.05,0,653.01
512,34.66,106.68,118.19,107.19,1485.99,75.65,0,643.1
513,34.4,106.94,118.19,107.11,1517.81,75.54,34.08,657.75
514,37.47,103.87,117.89,106.62,1779.95,51.44,38.74,656.68
515,34.06,107.28,117.51,105.4,1531.45,37.72,36.9,653.23
516,34.87,106.47,117.47,105.36,1476.9,35.43,35.47,637.71
517,37.04,104.3,117.24,104.98,1744.34,23.38,35.91,652.36
518,34.87,106.47,117.2,105.82,1481.45,14.69,36.62,642.02
519,25.55,109.11,116.67,104.98,1251.13,167.19,81.42,628.88
520,24.65,110,117.05,105.89,1253.4,168.03,76.97,622.42
521,23.63,111.02,117.66,106.85,1226.89,192.39,78.04,618.75
522,25.04,109.62,117.43,106.16,1231.43,174.05,77.55,630.38
523,24.44,110.21,117.62,107.3,1224.61,166.85,80.81,628.66
524,23.72,110.94,118,107.49,1276.89,170.47,73.28,636.84
525,24.1,110.55,118.27,108.26,1227.64,165.13,79.02,647.83
526,23.84,110.81,118.65,108.98,1242.8,171.8,75.92,641.58
527,24.95,109.7,119.68,109.93,1207.19,181.68,75.59,644.38
528,25.25,109.4,119.91,109.93,1253.4,142.98,60.75,643.52
529,29.17,105.49,118.99,108.37,1253.4,172.91,90.05,642.66
530,30.09,104.64,119.18,108.41,1345.83,156.78,87.23,640.94
531,29.75,104.98,119.11,108.07,1342.8,147.37,86.65,640.08
532,30.05,104.68,119.11,107.84,1345.07,155.52,87.16,641.16
533,30.05,104.68,119.11,107.76,1343.56,153.92,87.38,641.16
534,30.13,104.59,119.41,108.41,1346.59,153.24,88.3,652.36
535,29.24,105.49,120.1,109.1,1360.23,154.19,86.41,649.99
536,29.14,109.79,120.4,109.29,1349.62,133.41,78.24,643.1
537,28.84,110.09,120.52,109.51,1352.65,143.51,91.05,642.67
538,29.05,109.87,121.7,111.57,1282.95,140.39,92.7,670.47
539,29.09,109.83,121.62,111.92,1307.95,147.82,88.36,640.73
540,19.76,120.94,123.61,103.83,1443.17,130.48,47.05,586.45
541,23.67,117.03,124.6,111.57,1412.1,139.74,38.26,584.08
542,24.78,115.92,125.4,113.25,1369.68,138.22,38.09,591.62
543,30.06,111.11,126.39,115.69,1331.04,155.64,39.55,608.2
544,34.96,106.21,126.24,115.46,1388.62,161.24,55.03,590.33
545,32.23,108.94,126.35,115.16,1383.32,148.39,43.7,590.33
546,34.66,106.51,126.16,115.08,1388.62,144.73,42.06,584.73
547,34.7,106.47,126.05,114.97,1390.89,139.47,36.27,587.53
548,35.42,108.81,126.05,115.12,1353.77,137.07,41.62,602.82
549,34.66,109.57,126.35,115.04,1362.86,147.59,36.07,600.88
550,35.04,109.19,126.01,114.89,1367.41,141.88,42.08,602.6
551,35.25,108.98,125.51,113.52,1377.25,138.86,35.9,595.28
552,34.74,109.49,125.51,113.44,1381.04,140.39,36.11,594.85
553,34.36,109.87,125.44,113.21,1384.07,136.96,34.79,594.2
554,34.91,109.32,125.28,112.98,1390.13,130.63,38,597.43
555,36.53,107.7,124.9,112.34,1399.98,120.11,33.59,595.49
556,34.79,108.38,123.61,110.16,1402.26,123.69,37.74,588.13
557,36.02,107.15,123.8,110.7,1399.23,125.48,36.98,589
558,36.02,107.15,123.61,111.12,1398.47,132.19,35.03,586.41
559,34.66,108.51,123.68,111.27,1399.23,126.82,38.24,587.7
560,34.62,108.55,123.72,111.46,1440.14,123.92,31.96,596.54
561,36.36,104.3,123,110.28,1438.62,137.57,29.44,584.51
562,35.16,100.93,122.35,109.63,1437.11,131.58,39.49,591.83
563,35.08,101.02,122.58,110.35,1442.41,139.36,39.09,584.94
564,35.54,100.55,122.5,110.93,1415.14,153.88,41.03,588.17
565,34.87,103.87,123.07,112.26,1431.05,188.54,38.14,591.58
566,33.85,104.89,123.15,112.3,1431.05,187.93,41.5,592.23
567,34.7,104.04,123.45,112.87,1335.59,194.95,36.81,601.07
568,34.32,104.42,123.53,112.79,1372.71,190.71,41.51,598.7
569,34.7,104.04,123.53,112.79,1374.98,193.19,40.55,587.7
570,33.68,105.06,123.61,112.83,1393.16,188.96,35.84,588.78
571,34.87,103.87,123.64,112.68,1435.59,196.2,38.02,595.89
572,36.45,109.7,123.72,111.46,1378.01,164.86,24.09,601.71
573,36.23,109.92,124.86,113.86,1318.92,166.24,28.89,598.91
574,35.72,110.43,124.71,113.75,1334.83,174.24,22.69,598.26
575,35.42,110.09,123.68,111.08,1394.68,167.76,30.31,607.1
576,35.3,110.21,123.8,111.57,1333.31,136.31,37.3,609.9
577,35.55,109.96,123.87,111.69,1369.68,137.15,34.79,598.26
578,34.7,110.81,123.34,111,1377.25,132.15,37.71,593.52
579,36.32,109.19,123.3,110.89,1378.01,127.96,37.97,593.74
580,35.68,99.23,122.12,109.29,1409.07,177.83,32.85,585.76
581,35.43,99.48,122.35,109.86,1462.11,164.9,37.88,605.16
582,35.77,99.14,122.42,109.93,1444.68,157.2,35.98,599.77
583,35.04,99.87,122.54,110.28,1321.19,172.72,41.33,642.45
584,35.09,99.82,123,110.35,1272.7,181.53,42.97,638.57
585,34.4,100.51,123.03,111.54,1389.38,190.79,38.62,601.28
586,34.28,100.63,123,111.57,1357.56,183.77,38.97,589
587,33.68,101.23,122.8,111.57,1371.19,197.73,39.82,592.66
588,34.53,100.38,122.69,111.54,1374.22,190.1,42.38,590.07
589,34.06,100.85,124.22,111.27,1424.23,207.53,40.55,592.88
590,33.42,101.49,122.88,111.65,1397.71,208.59,39.37,596.11
591,34.87,104.25,123.19,111.92,1415.14,226.44,42.04,589.43
592,35.13,104,123.61,112.76,1472.71,232.88,38.91,595.68
593,35.51,103.61,123.8,112.91,1470.44,222.55,41.44,597.4
594,34.96,104.17,123.87,113.06,1461.35,214.35,40.92,594.17
595,34.32,104.81,124.71,113.29,1368.16,213.05,45.39,596.57
596,25.93,113.19,124.98,113.98,1332.55,237.8,39.19,591.83
597,34.7,105.8,131.84,117.71,1349.22,118.7,43.84,614.45
598,34.75,105.75,131.99,117.9,1329.52,111.18,42.76,616.82
599,34.75,105.75,131.42,117.94,1271.19,114.54,36.1,627.58
600,35.98,96.55,129.74,114.59,1361.34,171.23,38.61,619.39
601,35.44,97.09,130.7,116.15,1380.28,173.06,37.54,618.53
602,35.03,97.49,130.77,117.86,1332.55,156.78,39.26,613.57
603,35.35,97.18,130.89,118.13,1337.1,155.64,37.54,613.14
604,34.81,97.72,130.58,117.41,1322.71,153.73,41.21,610.35
605,35.19,102.33,128.71,112.26,1333.31,162.01,47,622.2
606,34.39,107.85,128.45,112.41,1361.34,169.21,41.53,617.89
607,35.15,107.1,129.67,116.22,1354.53,163.64,39.44,619.83
608,34.39,107.85,129.74,116.64,1346.19,177.94,41.7,617.46
609,34.58,109.93,129.55,116.38,1343.92,147.75,45.68,612.51
610,34.78,110.54,129.06,117.18,1244.67,140.24,45.37,598.08
611,35.72,109.6,129.29,117.37,1261.34,147.94,40.8,597.22
612,35.68,116.54,129.29,116.91,1237.85,140.46,64.44,602.17
613,34.07,112.15,129.86,117.75,1249.22,138.6,43.81,598.08
614,34.87,111.34,130.43,118.97,1230.28,146.45,47.18,592.48
615,33.67,120.55,130.7,119.62,1228.76,174.55,43.52,595.06
616,34.87,111.34,130.89,118.59,1351.5,132.8,42.81,619.82
617,34.5,111.72,131.19,119.12,1358.31,124.6,36.66,622.62
618,36.29,105.12,131.04,117.64,1331.04,123.42,38.67,626.5
619,35.25,106.15,131.57,118.32,1349.98,119.15,43.06,621.33
620,35.28,108.18,131.19,118.02,1333.31,133.49,40.89,615.08
621,34.9,108.56,131.61,119.24,1324.22,139.59,42.11,614.21
622,35.47,107.99,131.88,119.58,1318.92,144.54,40.89,613.57
623,34.67,108.8,131.92,119.69,1317.4,143.06,40.78,611.63
624,35.19,108.28,131.95,119.58,1328.77,134.44,43.84,613.78
625,35.38,109.08,131.23,117.22,1353.77,152.21,37.19,614.66
626,35.48,108.98,131.76,118.28,1353.01,153.43,42.52,615.74
627,35.95,108.51,131.76,118.4,1350.74,138.6,40.1,615.74
628,35.15,109.32,131.84,118.44,1333.31,157.47,40.02,606.91
629,24.92,124.18,134.55,119.2,1292.4,154.3,38.08,588.78
630,21.3,122.74,135.5,120.88,1381.04,141.23,39.38,629.95
631,26.35,117.69,136.64,123.54,1787.88,138.1,40.65,729.74
632,35.07,108.97,136.11,122.82,1300.73,130.4,41.5,590.76
633,34.23,109.8,136.57,123.05,1815.16,122.93,40.93,727.94
634,35.2,108.6,135.92,122.44,1694.7,138.63,37.03,704.25
635,35.43,108.37,136,122.67,1687.12,142.49,37.86,704.68
636,34.23,109.57,137.06,124.46,1670.45,145.12,37.13,701.89
637,36.47,106.51,136.49,122.9,1666.67,198.87,25.23,696.72
638,35.31,107.67,136.72,123.47,1647.72,151.18,38.38,687.89
639,35.82,107.16,136.91,124.04,1725,148.2,38.14,691.55
640,35.22,107.76,136.17,124.46,1714.4,143.71,36.39,699.3
641,34.94,108.04,136.15,124.61,1712.12,148.74,42.58,693.49
642,35.41,107.58,136.68,124.69,1703.79,135.43,41.24,696.07
643,35.15,108.83,136.19,122.06,1715.91,168.18,39.89,695.21
644,35.29,108.69,136.8,124.08,1726.52,147.1,41.95,699.09
645,35.2,108.78,137.22,125.03,1725,146.18,39.51,696.29
646,34.32,109.67,137.29,124.76,1711.36,153.31,40.36,698.44
647,33.9,110.08,137.67,125.72,1712.12,164.71,45.24,696.29
648,36.3,112.82,137.25,126.33,1670.45,168.03,46.45,704.52
649,21.84,127.28,137.41,126.59,1653.79,186.67,45.47,710.99
650,36.81,112.31,137.98,126.48,1660.6,166.28,46.2,692.48
651,37.18,111.94,138.78,126.59,1696.21,157.35,45.06,698.08
652,36.62,112.49,138.78,125.72,1683.33,161.28,45.24,700.23
653,37,112.12,138.7,125.22,1691.67,163.07,46.82,700.45
654,21,118.8,119.34,101.78,430.23,246.41,83.82,281.73
655,14.09,125.71,120.71,101.51,509.02,273.71,91.04,296.59
656,26.8,123.94,136.99,118.93,1611.36,117.44,35.54,633.18
657,24.48,126.26,135.65,116.99,1509.84,130.06,42.03,606.48
658,26.84,123.9,135.81,117.37,1570.45,131.24,40.4,603.25
659,24.71,126.03,135.96,119.08,1579.54,135.36,35.2,613.58
660,25.36,125.38,135.54,118.47,1553.78,130.82,38.09,606.26
661,22.3,128.44,134.93,118.17,1443.92,136,36.3,620.69
662,22.9,127.84,134.78,118.09,1469.68,135.97,34.7,626.5
663,21.88,128.86,134.39,117.29,1533.32,137.83,35.78,601.1
664,21.88,128.86,134.01,117.29,1528.02,136.54,36.19,614.45
665,23.83,126.91,133.06,116.45,1524.99,140.58,34.49,597.47
666,22.81,127.93,133.02,116.72,1502.26,141.46,35.52,606.29
667,21.65,129.09,132.76,116.87,1493.93,145.99,34.59,608.65
668,23.23,127.51,130.39,111.57,1545.45,136.04,47.06,612.1
669,26.1,124.64,131.27,114.36,1585.6,132.65,35.52,609.73
670,21.7,129.04,132.41,116.68,1677.27,129.14,27.31,621.98
671,25.45,120.56,133.78,118.25,1530.29,120.53,35.8,617.24
672,25.64,120.37,134.28,118.25,1570.45,122.77,34.99,602.82
673,24.62,121.39,134.2,118.44,1558.33,120.83,36.21,606.48
674,25.68,120.33,134.17,118.82,1574.24,120.22,35.63,614.88
675,25.13,118.57,133.52,116.72,1551.51,128.61,35.72,611.86
676,26.05,128.07,134.24,118.4,1568.17,132.08,34.15,620.06
677,25.41,125.29,134.55,118.47,1512.11,129.45,35.16,602.2
678,22.25,128.44,133.56,118.13,1534.84,148.97,36.39,613.15
679,24.94,125.75,133.82,117.52,1498.47,129.18,34.64,640.5
680,23.83,126.86,133.94,117.25,1458.32,125.37,29.38,617.03
681,24.9,125.8,133.67,116.42,1468.93,121.21,31.55,621.98
682,25.73,124.96,132.07,115.39,1409.83,135.97,29.48,596.79
683,25.27,125.43,132.91,117.52,1507.57,144.58,36.4,618.32
684,24.66,126.03,132.98,117.14,1503.78,146.98,36.42,612.08
685,22.11,128.58,133.02,117.1,1514.38,143.93,38.65,630.16
686,21.05,129.65,133.37,117.44,1501.5,139.09,34.27,635.98
687,28.74,121.95,133.1,117.22,1509.84,137.83,37.53,630.59
688,30.46,120.24,133.17,117.79,1540.14,123.8,33.03,622.2
689,30.5,118.29,133.52,118.02,1461.35,116.48,35.63,625.21
690,32.27,116.53,133.56,118.21,1530.29,117.48,35.96,624.78
691,24.52,132.24,135.08,116.76,1700.76,136.08,42.94,611.23
692,27.82,128.95,136,117.44,1717.43,128,36.53,598.76
693,29.99,126.77,138.7,122.74,1772.73,143.93,31.84,614.25
694,30.55,126.22,138.86,123.09,1770.46,133.87,30.17,615.75
695,31.48,125.29,138.32,122.74,1679.54,139.97,36.34,647.81
696,30.27,126.49,138.63,123.47,1640.15,138.56,33.73,613.6
697,30.88,125.89,138.74,123.43,1678.03,143.48,31.35,612.31
698,30.04,126.73,139.01,122.74,1765.16,142.83,31.8,609.08
699,29.9,126.86,138.78,123.62,1536.35,147.17,35.6,617.9
700,29.67,126.91,138.4,122.63,1531.05,157.74,32.95,606.5
701,32.45,124.13,138.21,122.17,1623.48,132.31,30.14,618.12
702,29.72,124.27,137.29,120.95,1439.38,129.03,47.4,599.4
703,27.72,138.64,137.64,121.22,1412.86,135.55,35.69,618.12
704,29.71,127.65,137.86,121.49,1389.38,138.1,51.5,627.16
705,32.49,124.87,137.44,120.61,1662.88,142.1,34.82,618.75
706,31.62,124.27,136.38,119.08,1663.63,143.67,32.18,612.29
707,32.54,123.34,136.64,119.39,1668.18,140.54,35.08,614.23
708,35.47,120.42,137.29,120.19,1718.94,131.66,37.12,617.03
709,34.54,121.35,136.87,119.5,1659.85,137.91,32.94,611.86
710,35.09,120.79,137.29,119.92,1700,136.31,36.28,612.94
711,35.51,120.37,137.22,120.49,1713.64,140.05,35.6,621.12
712,35.05,120.84,137.25,120.34,1715.91,133.49,34.26,614.88
713,35.33,120.56,137.33,120.42,1710.61,135.7,32.46,616.81
714,35.14,120.75,137.48,119.54,1771.97,132.92,34.06,618.54
715,34.86,121.02,137.44,120.53,1740.91,136.23,36.65,620.91
716,35.93,119.96,136.95,120.61,1728.79,123.5,35.38,613.58
717,7.42,140.87,124.14,102.19,362.8,136.73,54.44,282.21
718,12.89,135.39,124.37,103.34,338.56,176.91,57.72,282.64
719,14.14,134.14,124.14,103.41,363.56,174.66,65.61,281.57
720,22.25,136.92,138.63,118.44,1735.61,148.01,38.36,608.42
721,30.32,128.86,138.74,118.55,1742.43,151.25,41.79,606.05
722,31.11,128.07,139.81,120.15,1766.67,143.44,38.75,609.92
723,29.3,129.88,140.53,120.8,1765.16,148.39,37.33,610.14
724,30.18,129,139.08,120.99,1693.94,157.16,36.86,642.22
725,29.76,129.41,139.12,120.95,1631.81,156.17,36.84,636.19
726,30.41,128.77,139.12,120.88,1636.36,154.53,37.22,633.39
727,30.5,128.67,138.09,119.12,1703.03,156.1,34.59,613.8
728,30.27,128.9,138.32,119.73,1712.88,163.72,41.89,610.35
729,30.78,128.39,138.25,119.66,1717.43,161.01,29.8,608.85
730,31.15,128.02,138.17,120.08,1714.4,152.97,35.2,606.26
