DENS,GR,SP,DEEP_RES,CAL,Lithology
,87.833,-1.976,0.383,14.285,Basin Fill
2.5786,172.3204,76.9531,545.0934,8.618,Granitiod
3.459,140.986,1.551,81.728,10.0,Granitiod
2.626,140.431,0.027,11.947,11.726,Granitiod
2.205,148.517,3.048,1.795,14.843,Granitiod
2.5667,154.6776,21.25,699.0848,9.1006,Granitiod
3.506,109.814,4.497,4.841,9.7,Granitiod
2.121,158.059,1.627,1.82,11.73,Granitiod
3.735,132.709,6.064,9.345,10.4,Granitiod
2.4228,167.2881,-43.125,10.4171,10.7896,Granitiod
2.3415,35.1642,62.8906,81.3364,3.4547,Basin Fill
2.8172,58.7427,7.0313,155.559,9.0524,Granitiod
2.9032,55.3173,-7.9861,317.4157,9.0524,Granitiod
2.755,79.7785,-165.7031,125.51,8.8111,Granitiod
2.5861,239.3167,48.0469,934.5361,9.6797,Granitiod
2.576,180.5404,73.125,1129.7965,8.7146,Granitiod
3.54,66.828,3.944,4.416,11.7,Granitiod
2.094,95.676,3.147,1.144,13.904,Basin Fill
2.6297,136.8676,51.25,793.3647,8.8352,Granitiod
2.542,159.144,4.652,4.423,13.42,Granitiod
3.717,184.684,5.638,16.138,10.1,Granitiod
3.651,165.181,-1.123,32.866,10.3,Granitiod
2.5718,151.6223,128.9844,105.1141,8.6422,Granitiod
2.2187,89.0812,56.25,55.6312,3.3823,Granitiod
2.944,144.765,-0.08,14.552,9.9,Granitiod
2.5147,159.0413,-106.25,17.9025,8.9196,Granitiod
2.094,116.921,2.421,1.043,13.583,Basin Fill
2.2034,86.1696,53.6719,81.8904,3.4305,Basin Fill
3.677,158.088,2.647,27.841,9.2,Granitiod
2.6156,203.4933,90.2344,1412.6809,8.8111,Granitiod
2.431,168.606,4.045,1.144,14.043,Granitiod
2.598,139.841,2.059,1.768,11.1,Granitiod
2.5536,266.8614,10.625,615.1118,9.6194,Granitiod
2.5789,97.1058,163.75,1700.0752,9.2212,Granitiod
2.5921,160.7606,123.125,278.4878,8.9076,Granitiod
2.1285,83.03,75.0781,111.5508,3.4305,Basin Fill
2.09,166.509,2.623,2.978,13.019,Granitiod
2.1689,77.1216,55.0,43.5826,3.3823,Granitiod
,82.021,-0.802,0.455,14.258,Basin Fill
2.154,124.997,1.954,1.375,13.513,Basin Fill
2.4962,87.6537,43.75,6.8713,3.2858,Granitiod
2.6056,171.4941,3.75,1476.8655,8.98,Granitiod
2.586,167.021,2.513,2.051,14.351,Granitiod
2.513,186.702,3.61,1.828,13.287,Granitiod
3.716,158.0,0.588,20.22,9.7,Granitiod
2.477,147.204,3.797,4.263,13.5,Granitiod
2.3708,158.4124,-36.25,9.9412,10.5483,Granitiod
2.6416,100.8139,-69.4531,5.8636,12.7198,Granitiod
2.1092,48.5792,63.75,102.3745,3.4305,Basin Fill
2.5535,152.9066,139.8214,84.8354,8.8593,Granitiod
,84.669,-2.705,0.452,14.271,Basin Fill
2.5705,135.8972,48.125,1691.3883,9.0765,Granitiod
2.628,161.17,3.959,1.564,13.447,Granitiod
2.298,82.1168,46.25,108.7435,3.4185,Basin Fill
2.7857,56.6015,-65.625,45.176,9.0041,Granitiod
,104.853,1.162,0.737,14.077,Basin Fill
2.476,204.117,3.048,2.197,12.862,Granitiod
2.3488,28.8277,72.5,82.4373,3.4788,Basin Fill
2.389,207.181,3.476,2.57,12.364,Granitiod
3.188,155.806,-4.766,27.93,9.6,Granitiod
2.341,152.255,-1.23,1.439,12.844,Granitiod
,90.786,-1.019,0.439,14.285,Basin Fill
2.4304,163.5505,-48.125,15.6268,10.4276,Granitiod
2.84,63.8517,-72.8125,64.9495,8.9076,Granitiod
2.6,176.789,1.637,2.692,13.352,Granitiod
2.5847,150.9421,132.8906,648.0868,8.6904,Granitiod
2.4012,35.7068,70.4688,77.8097,3.4788,Basin Fill
2.245,158.025,1.102,3.474,9.8,Granitiod
2.612,252.191,3.048,3.883,10.0,Granitiod
2.43,107.35,4.358,2.666,8.2,Granitiod
2.666,58.849,2.979,18.178,11.3,Granitiod
2.225,158.4,-2.589,4.939,10.618,Granitiod
3.35,193.078,4.973,18.431,11.8,Granitiod
2.023,126.045,1.765,2.95,14.91,Granitiod
2.439,155.644,-45.625,12.4312,10.4518,Granitiod
2.5927,238.8034,111.25,636.9138,8.7628,Granitiod
2.598,243.4823,6.875,1950.0,8.9558,Granitiod
2.155,162.34,4.652,2.079,13.441,Granitiod
2.4156,40.8156,60.625,86.6578,3.4305,Basin Fill
2.298,180.904,4.862,0.996,12.556,Granitiod
2.403,183.701,3.575,1.762,13.414,Granitiod
2.545,172.074,1.986,1.592,14.205,Granitiod
,77.067,-1.872,0.372,14.231,Basin Fill
3.691,147.074,-0.77,50.609,9.4,Granitiod
3.744,162.134,-0.401,33.181,10.3,Granitiod
3.486,88.224,4.255,8.969,11.3,Granitiod
2.459,177.034,2.086,2.799,9.6,Granitiod
2.638,130.053,4.332,4.185,12.981,Granitiod
3.256,122.637,5.387,2.655,10.6,Granitiod
2.5952,252.6434,67.5781,1950.0,8.9076,Granitiod
2.438,171.543,-2.357,3.235,10.987,Granitiod
2.602,133.799,2.941,5.775,12.364,Granitiod
,109.445,1.765,2.618,14.803,Granitiod
2.5556,161.0484,110.0,1722.3324,8.7628,Granitiod
3.765,184.397,4.759,20.945,12.0,Granitiod
,140.19,4.368,1.144,14.988,Granitiod
2.475,136.112,0.294,4.095,11.939,Granitiod
2.796,91.805,3.846,3.912,12.7,Granitiod
2.678,94.738,2.606,8.09,9.8,Granitiod
2.5739,234.2352,35.3906,1330.4032,10.0175,Granitiod
2.6375,125.4797,48.3594,645.0748,9.1247,Granitiod
2.667,138.77,2.171,3.185,10.4,Granitiod
2.621,177.497,3.186,2.218,13.128,Granitiod
2.539,100.978,3.085,4.773,10.1,Granitiod
2.7799,98.0435,42.9688,7.012,3.2375,Granitiod
3.612,163.7,-1.489,44.516,10.0,Granitiod
2.301,162.5,-2.25,3.061,10.668,Granitiod
,124.529,4.652,1.144,15.029,Granitiod
2.429,172.533,2.083,1.696,12.627,Granitiod
2.594,238.4033,111.25,363.5346,8.7628,Granitiod
2.415,158.555,-35.9375,10.1906,10.4638,Granitiod
2.6221,134.4707,73.5938,1151.66,8.7628,Granitiod
2.271,132.49,-2.551,2.28,10.9,Granitiod
3.737,167.729,-1.904,46.052,8.9,Granitiod
3.518,157.513,0.659,23.197,9.8,Granitiod
1.99,199.13,0.214,3.712,10.0,Granitiod
2.2658,92.7915,51.6406,56.8217,3.3823,Basin Fill
2.6485,108.6902,44.375,6.3187,3.3099,Granitiod
2.2337,101.3828,51.25,54.748,3.3823,Granitiod
3.436,132.614,5.283,3.668,10.6,Granitiod
3.748,116.318,5.556,14.639,9.7,Granitiod
2.1427,88.453,50.9375,85.1896,3.4064,Basin Fill
,84.239,-1.342,0.423,14.131,Basin Fill
2.746,82.8332,39.375,197.4873,9.0765,Granitiod
2.099,126.764,0.16,3.219,10.957,Granitiod
2.08,124.551,1.257,3.32,10.9,Granitiod
2.211,185.302,-1.331,2.868,10.4,Granitiod
2.57,178.2296,81.25,1484.8761,9.0041,Granitiod
2.3983,149.9345,-25.625,11.9253,10.3553,Granitiod
2.664,188.628,4.171,3.782,12.915,Granitiod
2.7553,87.711,44.375,6.682,3.2858,Granitiod
2.5988,183.3649,152.6786,864.0942,8.8593,Granitiod
2.5775,217.9365,52.5893,1194.531,9.8244,Granitiod
2.594,318.7286,103.5156,476.5753,8.8111,Granitiod
3.767,148.503,0.348,163.698,10.1,Granitiod
2.7449,73.0425,-70.7031,241.3566,9.1489,Granitiod
3.611,195.695,5.426,9.153,9.9,Granitiod
3.541,250.746,-5.194,28.314,9.5,Granitiod
2.5759,223.9877,15.9375,502.8574,9.3901,Granitiod
3.743,123.909,4.652,20.369,11.2,Granitiod
2.6547,132.53,75.8594,1130.2388,9.173,Granitiod
2.731,133.622,2.051,2.179,10.4,Granitiod
2.6112,173.9447,160.0893,584.7478,8.9076,Granitiod
,132.65,-3.141,2.666,10.021,Granitiod
,93.772,-1.658,0.383,13.973,Basin Fill
3.769,157.985,-2.956,38.86,11.5,Granitiod
2.5765,182.5687,81.3281,1559.918,8.6422,Granitiod
,102.382,4.619,1.154,15.029,Granitiod
2.6123,237.4042,111.3281,738.66,8.7628,Granitiod
2.292,164.366,3.466,1.48,12.578,Granitiod
2.639,177.772,2.544,2.28,13.283,Granitiod
2.004,121.711,5.214,1.087,15.003,Granitiod
1.9583,188.765,97.5781,1082.2466,14.6983,Granitiod
2.474,174.011,1.364,2.178,12.167,Granitiod
2.5146,301.3162,111.0156,1242.5736,8.8593,Granitiod
2.466,130.479,2.059,5.567,11.793,Granitiod
3.777,174.198,-1.904,54.825,9.5,Granitiod
3.776,158.4,-1.725,46.122,10.0,Granitiod
3.766,120.677,2.5,21.746,10.3,Granitiod
2.368,160.985,0.882,1.313,12.471,Granitiod
2.5431,164.1826,157.9688,1688.0317,8.9558,Granitiod
,75.91,-1.444,0.365,14.202,Basin Fill
2.6167,155.8788,71.875,1183.4469,8.9317,Granitiod
1.69,110.515,1.42,3.487,10.2,Granitiod
2.413,166.592,0.034,4.342,11.776,Granitiod
2.499,173.651,1.123,1.914,14.577,Granitiod
2.6169,124.766,86.0938,650.4752,8.9076,Granitiod
2.451,197.149,2.76,2.178,13.035,Granitiod
2.8384,71.5291,-73.9063,119.5007,8.98,Granitiod
2.2479,85.6562,65.7813,54.5632,3.4547,Basin Fill
2.547,89.595,-1.52,0.756,12.351,Basin Fill
2.207,97.7866,65.625,60.3857,3.4305,Basin Fill
2.37,171.415,0.648,2.574,10.6,Granitiod
2.638,127.772,4.439,5.618,12.742,Granitiod
2.172,126.263,0.562,3.617,10.5,Granitiod
2.486,252.988,0.936,3.19,9.6,Granitiod
2.2148,91.3076,50.9375,91.1966,3.4547,Basin Fill
2.1889,84.7136,65.3906,60.4379,3.4185,Basin Fill
3.673,165.365,0.267,54.391,10.1,Granitiod
2.366,202.436,-6.742,2.04,10.828,Granitiod
2.242,152.33,0.399,3.713,10.98,Granitiod
2.6239,164.0989,150.0,1191.8213,8.8111,Granitiod
2.664,137.617,2.513,3.548,13.692,Granitiod
2.75,88.635,3.404,4.809,10.6,Granitiod
2.4792,131.2974,-58.2031,5.9428,11.7547,Granitiod
2.501,178.191,2.219,2.023,13.261,Granitiod
2.1814,79.4623,51.875,67.417,3.3943,Granitiod
2.1611,80.5465,57.1875,76.1782,3.4547,Basin Fill
2.4703,178.9349,-38.75,10.5332,10.5483,Granitiod
3.811,153.232,0.075,39.539,10.2,Granitiod
3.716,140.072,1.444,31.573,9.3,Granitiod
2.6098,79.8364,32.6563,172.2844,9.3901,Granitiod
2.41,214.191,3.262,2.5,12.321,Granitiod
2.645,166.556,3.929,1.946,14.211,Granitiod
2.69,119.985,-1.016,3.536,9.9,Granitiod
2.4688,169.1731,-41.25,9.9138,10.5965,Granitiod
3.836,49.0,3.467,22.245,11.3,Granitiod
2.639,132.713,1.658,3.482,13.327,Granitiod
2.426,151.377,1.845,2.594,12.202,Granitiod
,97.283,-1.58,0.452,14.024,Basin Fill
,89.796,-1.952,0.353,14.205,Basin Fill
2.143,169.483,-1.126,2.716,10.573,Granitiod
2.5054,93.0775,41.25,7.5923,3.2616,Granitiod
2.637,129.241,-0.668,6.449,11.965,Granitiod
2.384,161.898,0.481,2.005,12.38,Granitiod
3.814,179.559,4.468,16.492,9.9,Granitiod
,85.326,-0.695,0.469,14.258,Basin Fill
2.4346,156.3867,-56.875,12.4218,10.114,Granitiod
2.4754,175.0824,-51.1719,11.9165,10.4518,Granitiod
2.266,258.095,3.789,1.013,14.393,Granitiod
2.595,172.004,2.62,1.534,14.657,Granitiod
2.002,121.977,1.269,0.59,14.051,Basin Fill
2.1878,91.1932,47.7344,104.8091,3.3943,Basin Fill
2.8005,83.2041,-75.7813,105.2323,8.6422,Granitiod
3.833,195.698,4.836,16.282,10.0,Granitiod
2.4028,160.9818,-51.6406,12.0837,10.5,Granitiod
2.5256,165.3875,123.75,85.1152,9.3057,Granitiod
3.521,141.772,5.113,12.864,10.3,Granitiod
2.386,130.146,0.103,4.805,11.672,Granitiod
,107.957,2.112,0.646,14.266,Granitiod
2.5655,296.2062,53.2813,1950.0,9.6194,Granitiod
2.816,112.845,3.404,5.794,10.5,Granitiod
2.459,163.106,2.602,1.622,13.532,Granitiod
2.121,151.153,1.096,1.845,11.893,Granitiod
2.567,228.713,4.655,1.779,13.214,Granitiod
2.346,150.417,-2.032,0.987,12.383,Granitiod
2.3905,174.9382,-17.5,12.3554,10.3794,Granitiod
2.6191,154.7081,70.2344,567.0354,8.98,Granitiod
2.5371,164.5291,71.25,1369.7015,8.8111,Granitiod
2.5052,287.8704,52.8125,1473.6803,11.6582,Granitiod
3.403,135.6,5.479,3.093,10.8,Granitiod
3.182,106.906,3.938,4.256,10.8,Granitiod
3.661,112.279,4.497,4.6,10.8,Granitiod
2.32,189.416,-0.858,2.642,10.934,Granitiod
3.706,147.088,-2.781,36.96,9.0,Granitiod
2.461,207.218,3.821,2.364,12.745,Granitiod
,129.572,5.214,0.969,14.935,Granitiod
,161.6,1.346,1.95,11.013,Granitiod
2.489,174.012,-1.123,3.356,11.846,Granitiod
1.707,121.512,0.909,3.706,10.7,Granitiod
2.459,170.553,-2.25,3.356,11.013,Granitiod
2.09,94.8,-3.476,5.458,10.9,Granitiod
2.191,105.858,2.57,0.876,14.228,Granitiod
2.493,144.404,1.337,3.923,9.9,Granitiod
,191.212,0.651,1.73,10.66,Granitiod
3.596,95.936,4.354,5.563,11.4,Granitiod
2.147,104.979,2.497,0.641,14.318,Granitiod
2.1612,85.428,55.625,85.6873,3.3823,Basin Fill
3.407,110.21,5.615,4.079,11.3,Granitiod
3.685,135.856,6.489,7.817,10.2,Granitiod
2.175,224.801,3.103,2.277,11.4,Granitiod
2.047,99.874,-1.055,0.464,14.109,Basin Fill
3.2127,108.4615,39.375,6.6649,3.2616,Granitiod
2.6284,133.9494,51.4844,7.0146,3.334,Granitiod
3.671,129.384,4.815,3.697,10.4,Granitiod
2.5989,133.0687,-71.7969,132.98,8.8231,Granitiod
2.478,139.75,1.849,4.418,9.6,Granitiod
2.4416,180.5048,-49.375,14.2628,10.3311,Granitiod
2.417,125.575,5.367,1.144,14.689,Granitiod
2.5719,282.2456,35.8036,1103.1814,9.7521,Granitiod
2.6039,200.8103,67.4219,69.0646,10.114,Granitiod
2.7027,95.7031,48.125,6.8574,3.3099,Granitiod
2.3,73.318,-2.713,1.83,14.144,Basin Fill
2.4842,176.1376,-38.2639,10.8118,10.4276,Granitiod
2.3587,28.4569,61.875,43.6305,3.4305,Basin Fill
3.8382,107.1484,28.5156,6.6331,8.8593,Granitiod
2.46,124.66,1.15,2.023,11.9,Granitiod
3.741,157.754,4.978,20.518,9.9,Granitiod
2.359,180.403,2.807,0.709,14.34,Granitiod
2.317,165.691,0.374,1.969,12.262,Granitiod
2.6278,152.7379,157.5893,518.6107,8.8593,Granitiod
2.7694,69.4454,-71.25,69.0165,9.1247,Granitiod
,103.892,1.251,0.756,14.104,Basin Fill
2.1511,82.9156,66.4844,45.2739,3.4305,Basin Fill
2.1062,88.0536,56.0156,46.5266,3.3823,Basin Fill
2.629,209.298,3.68,1.52,14.165,Granitiod
2.5695,210.3997,10.0,927.1208,9.921,Granitiod
3.733,98.86,4.461,6.36,10.9,Granitiod
3.735,161.753,-2.299,50.858,10.2,Granitiod
2.5934,169.2668,70.1563,264.7086,9.2454,Granitiod
2.696,142.11,2.834,4.674,13.979,Granitiod
2.4497,169.5442,-45.0781,10.6503,10.1019,Granitiod
3.548,103.911,3.944,4.309,11.4,Granitiod
2.8335,71.6149,-169.375,93.5245,8.8111,Granitiod
2.362,145.16,2.39,2.815,10.3,Granitiod
3.741,146.28,-0.053,43.51,10.6,Granitiod
2.4726,151.8198,-50.625,12.574,10.2346,Granitiod
2.5511,252.7319,54.6094,824.3196,9.5108,Granitiod
2.3492,38.5893,60.0,88.5272,3.4547,Basin Fill
3.644,116.516,5.829,5.039,10.8,Granitiod
2.5816,201.0908,73.0469,120.9324,8.8352,Granitiod
2.609,175.114,4.044,2.766,13.459,Granitiod
2.519,232.7521,110.1563,662.7471,8.7146,Granitiod
2.339,75.017,-0.369,0.808,14.263,Basin Fill
3.26,142.8,1.551,103.216,10.1,Granitiod
2.6036,171.7193,160.3125,1113.2266,8.8835,Granitiod
2.6017,166.9546,68.75,846.654,8.8593,Granitiod
2.297,103.616,3.511,7.506,10.3,Granitiod
2.479,146.622,0.506,2.004,12.018,Granitiod
2.4118,70.9564,52.5781,6.7691,3.3702,Granitiod
2.5435,67.1607,53.3594,5.2989,3.3823,Granitiod
3.774,132.254,6.277,7.259,10.2,Granitiod
2.594,162.0455,71.875,985.5002,8.8231,Granitiod
3.764,161.677,-1.202,40.371,10.0,Granitiod
2.499,160.053,3.984,1.301,13.815,Granitiod
2.5842,215.992,70.625,1480.606,8.6663,Granitiod
2.6609,127.3065,49.4531,846.5102,9.1489,Granitiod
2.5907,181.9973,68.4375,528.4809,8.9076,Granitiod
2.1227,72.2124,56.25,44.6144,3.3823,Basin Fill
2.358,140.9165,-64.375,10.8009,11.6099,Granitiod
2.9164,59.5417,-76.5625,307.0334,9.0524,Granitiod
2.1513,64.1635,56.875,59.347,3.4305,Basin Fill
2.253,114.881,3.136,2.198,12.188,Basin Fill
2.256,146.338,-1.936,5.618,10.554,Granitiod
2.6274,148.1425,52.8125,350.7007,8.8111,Granitiod
3.0058,114.2849,38.75,6.9988,3.2858,Granitiod
2.2333,101.5825,53.75,26.4565,3.3581,Granitiod
2.6655,133.3281,68.5938,1533.3109,8.8352,Granitiod
2.169,156.922,2.476,3.735,11.4,Granitiod
2.2361,80.0044,45.0,43.5064,3.4305,Basin Fill
2.5851,121.3116,58.125,1119.4109,8.7266,Granitiod
2.411,118.262,6.043,1.165,14.896,Granitiod
2.5868,159.619,135.0,292.9093,8.7628,Granitiod
2.5647,268.005,53.2813,816.0607,8.8352,Granitiod
2.4047,132.925,-78.2813,10.2553,11.9477,Granitiod
3.718,163.693,4.118,19.48,10.6,Granitiod
2.5812,141.2908,147.3214,871.2698,8.9076,Granitiod
2.777,92.609,3.965,2.023,14.311,Granitiod
2.576,137.321,2.086,5.077,12.809,Granitiod
2.262,94.022,1.84,0.877,14.344,Granitiod
2.3588,28.8564,62.8906,93.1027,3.4547,Basin Fill
2.353,189.503,1.765,3.08,11.1,Granitiod
2.6142,90.8506,51.1806,7.5403,3.334,Granitiod
3.713,126.254,3.873,8.598,10.8,Granitiod
,66.144,-5.817,0.272,13.611,Basin Fill
2.5802,172.6606,169.1406,655.0853,9.1489,Granitiod
2.004,115.766,2.627,1.062,14.189,Basin Fill
2.046,156.269,1.364,2.41,10.687,Granitiod
2.386,90.092,-0.069,0.677,13.317,Basin Fill
2.488,136.934,1.765,1.977,13.0,Granitiod
3.664,143.062,-2.488,34.982,9.1,Granitiod
2.1302,89.1096,55.8333,61.9275,3.3823,Basin Fill
2.612,176.866,3.198,2.41,13.181,Granitiod
3.738,181.966,5.401,21.362,10.9,Granitiod
2.2365,90.9075,52.5,148.1753,3.3823,Basin Fill
2.613,129.521,3.476,4.849,12.817,Granitiod
2.5603,153.5642,155.2344,1157.0958,8.8835,Granitiod
2.485,172.074,1.123,1.812,14.56,Granitiod
2.332,150.4,1.61,1.932,12.16,Granitiod
,185.193,0.599,1.578,10.607,Granitiod
2.6192,210.4861,118.2031,247.3798,8.8352,Granitiod
2.508,157.161,3.342,1.932,12.097,Granitiod
2.6093,177.4595,70.0893,556.3079,9.2454,Granitiod
2.4709,198.0287,-7.4219,14.9632,9.7762,Granitiod
3.788,166.796,-2.011,52.042,8.9,Granitiod
2.4126,147.3099,-76.0938,5.4039,11.6582,Granitiod
2.869,100.021,3.191,8.484,10.7,Granitiod
,89.13,-1.469,0.39,14.311,Basin Fill
2.4663,129.5284,-68.75,11.5328,11.8753,Granitiod
2.6057,203.9491,57.1094,309.3453,8.8835,Granitiod
2.672,120.621,44.375,6.6573,3.3099,Granitiod
2.365,186.034,-0.169,3.176,11.2,Granitiod
,82.609,-1.987,0.39,14.194,Basin Fill
2.2034,84.6287,52.6563,94.4508,3.3823,Basin Fill
2.3906,307.3364,43.5156,952.5184,11.2721,Granitiod
2.5784,165.6096,157.8906,1950.0,8.9196,Granitiod
,163.775,0.254,2.042,10.64,Granitiod
3.629,161.894,-3.075,52.227,8.9,Granitiod
2.67,165.384,4.011,3.748,12.888,Granitiod
2.5613,163.0112,150.8594,1339.7632,8.7749,Granitiod
3.762,159.281,-0.374,42.157,10.1,Granitiod
2.604,182.972,3.321,2.93,13.546,Granitiod
2.6552,123.2532,65.1389,733.5595,8.8352,Granitiod
2.1507,95.5312,75.625,55.8029,3.4547,Basin Fill
2.2804,413.9558,-68.2031,11.3208,10.1622,Granitiod
3.595,126.99,4.709,6.291,10.6,Granitiod
2.5813,182.3396,80.8594,1138.7162,8.98,Granitiod
,179.494,1.322,1.578,11.379,Granitiod
2.7606,82.5182,-77.0833,119.7478,8.98,Granitiod
2.5799,134.2426,67.0313,650.2633,8.7387,Granitiod
2.6583,125.8184,-120.4688,22.8695,9.1609,Granitiod
,93.958,-1.822,0.357,14.115,Basin Fill
2.5846,113.1474,62.0833,189.4551,8.799,Granitiod
2.584,169.149,3.904,3.853,13.128,Granitiod
2.4983,163.2937,-55.3906,12.934,9.9933,Granitiod
2.192,104.348,2.57,0.876,14.201,Granitiod
2.5633,151.3947,15.9375,532.5617,8.7628,Granitiod
3.654,149.42,3.69,18.849,10.2,Granitiod
2.506,113.298,0.829,1.242,12.094,Granitiod
,79.626,-0.909,0.376,14.125,Basin Fill
2.057,238.437,3.096,1.121,13.516,Basin Fill
2.6805,79.521,-73.125,114.3087,8.7628,Granitiod
3.662,155.57,5.213,12.591,9.9,Granitiod
2.6512,142.3772,72.1094,1194.9653,8.9317,Granitiod
2.8091,67.1621,-157.8906,109.1648,8.9558,Granitiod
2.5934,194.9572,128.75,304.3088,9.1368,Granitiod
2.6019,240.6013,101.9531,1150.3264,8.7387,Granitiod
2.5187,183.6267,123.125,300.0253,9.4143,Granitiod
2.5718,250.6486,50.5469,1950.0,8.9076,Granitiod
2.263,145.359,2.55,0.784,14.42,Granitiod
2.439,147.5108,-67.0313,14.8285,11.3686,Granitiod
2.451,174.933,-3.056,2.138,11.909,Granitiod
,122.34,4.439,1.254,14.963,Granitiod
3.771,76.088,2.606,28.302,10.3,Granitiod
2.184,92.845,-0.83,0.5,12.833,Basin Fill
2.7965,71.3878,36.875,453.1507,9.2333,Granitiod
2.5885,158.9056,80.3125,271.5543,8.7869,Granitiod
2.337,151.66,-2.052,1.313,12.32,Granitiod
2.637,131.953,1.658,3.688,13.0,Granitiod
3.919,53.326,2.713,17.696,10.7,Granitiod
3.6335,98.1869,46.25,6.3502,8.8593,Granitiod
2.572,137.635,4.332,4.263,13.243,Granitiod
2.6048,103.8967,-57.5,8.2526,12.563,Granitiod
2.447,79.807,4.07,3.265,8.2,Granitiod
2.4959,200.9521,116.7969,765.4415,9.0524,Granitiod
2.5731,287.4417,102.3438,1950.0,8.8593,Granitiod
2.5916,163.5599,112.7344,375.6884,8.7628,Granitiod
2.4632,180.2185,-9.4531,15.4583,10.2105,Granitiod
3.679,143.908,1.337,150.527,10.0,Granitiod
2.152,113.043,2.086,0.635,14.004,Granitiod
2.2399,142.6071,8.5156,282.6744,9.8003,Granitiod
2.6103,175.0874,161.7188,774.4644,8.8835,Granitiod
2.8403,74.4981,-70.3906,162.9951,8.8593,Granitiod
,101.743,4.519,0.996,15.003,Granitiod
2.1219,81.4034,73.5156,44.6491,3.4426,Basin Fill
2.647,117.302,1.53,3.126,11.3,Granitiod
3.654,118.637,5.187,9.623,9.9,Granitiod
2.5564,207.0608,50.3125,1696.6904,9.5349,Granitiod
2.7501,90.5674,-74.0625,58.8461,8.98,Granitiod
2.4615,163.1503,-20.625,13.0519,10.5242,Granitiod
2.5981,207.1456,7.8571,1273.1957,9.1127,Granitiod
2.5905,191.9581,153.4375,670.5027,8.9317,Granitiod
2.363,151.289,1.952,2.883,10.1,Granitiod
2.155,169.469,1.709,1.289,11.064,Granitiod
2.6461,109.0669,62.6563,446.8374,8.8835,Granitiod
2.546,175.099,2.513,2.691,13.136,Granitiod
2.5684,300.7726,48.5156,1188.3606,9.2695,Granitiod
2.4369,164.6065,-41.25,9.6369,10.9343,Granitiod
,119.401,2.447,0.934,13.926,Basin Fill
2.13,160.77,0.401,1.652,11.113,Granitiod
3.368,154.926,-2.799,40.139,8.9,Granitiod
3.638,168.748,-4.553,42.968,9.6,Granitiod
2.397,172.872,-0.532,3.356,12.09,Granitiod
2.293,166.571,-2.513,2.096,11.532,Granitiod
,108.712,4.733,1.015,14.923,Granitiod
2.487,183.667,-1.337,3.387,12.03,Granitiod
2.6058,139.4079,52.3438,321.885,8.8593,Granitiod
2.2613,90.9651,55.0,50.4214,3.3823,Granitiod
2.2412,84.1719,41.4063,10.9953,3.3823,Granitiod
2.261,140.097,-2.942,1.197,12.454,Granitiod
2.122,142.815,3.952,0.76,14.331,Granitiod
2.5489,173.2328,71.5625,729.0383,8.7869,Granitiod
3.471,156.088,1.551,37.636,9.8,Granitiod
2.5898,223.274,111.1719,354.2221,8.6663,Granitiod
2.583,167.553,3.048,1.88,14.239,Granitiod
2.5731,182.3711,108.75,356.6783,8.8111,Granitiod
2.6082,119.2022,111.25,168.3692,8.7869,Granitiod
2.827,87.546,3.112,8.415,9.8,Granitiod
2.6413,60.94,-95.9375,49.4781,9.2936,Granitiod
2.276,125.927,1.765,2.923,14.91,Granitiod
2.066,96.502,-1.92,0.393,14.066,Basin Fill
2.4,182.986,4.332,2.005,13.114,Granitiod
2.4107,81.3175,52.0139,7.1495,3.3823,Granitiod
2.436,143.841,1.845,2.5,12.909,Granitiod
,173.867,1.121,1.968,11.013,Granitiod
2.521,169.486,4.091,3.853,12.915,Granitiod
2.2996,92.4492,51.25,133.6768,3.3581,Granitiod
2.3126,81.7744,41.1111,9.2701,3.3823,Granitiod
3.455,82.581,4.354,4.175,11.0,Granitiod
3.71,186.667,5.585,17.945,10.0,Granitiod
2.554,168.436,1.84,1.699,14.537,Granitiod
2.5417,197.4116,142.4107,1262.2233,8.6542,Granitiod
2.6874,94.7047,48.6719,6.4201,3.2858,Granitiod
2.5995,76.9221,50.625,6.9922,3.334,Granitiod
2.592,166.904,1.257,3.609,12.288,Granitiod
2.201,82.1452,56.875,67.4882,3.3823,Basin Fill
2.5775,195.8112,152.5,1390.0768,8.8231,Granitiod
2.5402,216.8753,71.875,1950.0,8.6422,Granitiod
2.5787,199.6404,111.875,121.3283,9.3298,Granitiod
2.269,155.726,-0.053,2.454,13.234,Granitiod
3.746,180.793,-1.31,58.849,9.9,Granitiod
2.261,72.646,1.23,3.345,10.9,Granitiod
2.352,146.49,-0.16,1.48,12.82,Granitiod
1.842,100.753,-5.065,3.628,8.6,Granitiod
2.519,161.758,1.947,3.515,11.739,Granitiod
2.4252,165.8904,-15.7813,13.2134,10.9102,Granitiod
3.059,140.726,5.294,18.821,9.9,Granitiod
2.7141,100.9,-72.5,39.6771,9.2574,Granitiod
2.104,121.516,2.364,0.9,13.976,Basin Fill
2.2643,104.3514,53.5417,106.0196,3.4305,Basin Fill
,130.053,5.053,1.186,15.003,Granitiod
2.182,104.348,2.267,0.59,14.318,Granitiod
2.616,121.116,3.218,1.773,9.9,Granitiod
2.185,115.093,1.749,0.709,14.291,Granitiod
2.5627,175.204,62.8125,361.5219,8.8111,Granitiod
2.2341,92.1346,51.5625,89.6398,3.4064,Basin Fill
2.473,208.245,3.904,2.618,12.565,Granitiod
